id	name
D00231	Inamrinone (USP)
D00341	Hydroxyurea (USP)
D00417	Milrinone (JAN/USP/INN)
D00752	Mycophenolate mofetil (JAN/USAN)
D01155	Gemcitabine hydrochloride (JAN/USAN)
D01206	Febuxostat (JAN/USAN/INN)
D01370	Cladribine (JAN/USAN/INN)
D01392	Mizoribine (JP17/INN)
D01896	Cilostazol (JP17/USAN/INN)
D01907	Fludarabine phosphate (JAN/USP)
D02008	Tadalafil (JAN/USAN/INN)
D02042	Olprinone hydrochloride hydrate (JAN)
D02084	Inamrinone ethylenelactate
D02085	Milrinone lactate
D02365	Oxypurinol (USAN)
D02368	Gemcitabine (USAN/INN)
D02896	Amflutizole (USAN/INN)
D02933	Anagrelide hydrochloride (USAN)
D03378	Caracemide (USAN)
D03546	Clofarabine (JAN/USAN/INN)
D03828	Pemetrexed disodium (USAN)
D04004	Enoximone (USAN/INN)
D04245	Forodesine hydrochloride (JAN/USAN)
D04508	Imazodan hydrochloride (USAN)
D04529	Indolidan (USAN/INN)
D04628	Isomazole hydrochloride (USAN)
D04751	Lixazinone sulfate (USAN)
D04766	Lometrexol sodium (USAN)
D04931	Mercaptopurine (INN)
D04936	Merimepodib (USAN/INN)
D05094	Mycophenolate mofetil hydrochloride (USAN)
D05095	Mycophenolate sodium (USP)
D05096	Mycophenolic acid (USAN/INN)
D05396	Peldesine (USAN)
D05400	Pelitrexol (USAN/INN)
D06109	Thioguanine (USP)
D06130	Tiazofurin (USAN)
D06132	Tibenelast sodium (USAN)
D06503	Pemetrexed sodium hydrate (JAN)
D06575	Catramilast (USAN/INN)
D06596	Forodesine (USAN/INN)
D07455	Anagrelide (INN/BAN)
D07472	Pemetrexed (INN)
D07564	Allopurinol sodium
D07966	Fludarabine (INN)
D08294	Olprinone (INN)
D08603	Tioguanine (INN)
D08860	Apremilast (JAN/USAN)
D09020	Tofimilast (INN/USAN)
D09621	Gisadenafil (USAN/INN)
D09622	Gisadenafil besylate (USAN)
D09786	Topiroxostat (JAN/INN)
D09822	Theosalicin (JAN)
D09948	Plecanatide (USAN/INN)
D10222	Gemcitabine elaidate (USAN/INN)
D10255	Anagrelide hydrochloride hydrate (JAN)
D10431	Ulodesine (USAN)
D10432	Ulodesine succinate (USAN)
D10596	Pemetrexed sodium hemipentahydrate (JAN)
D10963	Oleclumab (USAN)
D10976	Recanaclotide (USAN/INN)
D11081	Febuxostat hydrate (JAN)
D00584	Fluorouracil (JP17/USP/INN)
D00749	Leflunomide (JAN/USAN/INN)
D01064	Raltitrexed (JAN/USAN/INN)
D01223	Capecitabine (JAN/USAN/INN)
D01244	Tegafur (JP17/USAN/INN)
D01309	Doxifluridine (JP17/INN)
D01784	Carmofur (JP17/INN)
D01846	Gimeracil (JAN/INN)
D03154	Brequinar sodium (USAN)
D04197	Floxuridine (USP/INN)
D04964	Metesind glucuronate (USAN)
D07974	Fluorouracil sodium salt
D10172	Teriflunomide (USAN)
D10803	Plevitrexed (INN)
D00505	Phenelzine sulfate (USP)
D00826	Tranylcypromine sulfate (USP XXI)
D01888	Safrazine hydrochloride (JAN)
D02559	Toloxatone (INN)
D02560	Brofaromine (INN)
D02561	Moclobemide (USAN/INN)
D02563	Befloxatone (INN)
D02579	Iproniazid (INN)
D02580	Isocarboxazid (INN)
D03248	Clorgiline (INN)
D03409	Caroxazone (USAN/INN)
D07337	Nialamide (INN)
D07338	Iproclozide (INN)
D08085	Iproniazid phosphate
D08349	Phenelzine (BAN)
D08392	Pirlindole (INN)
D08393	Pirlindole hydrochloride
D08625	Tranylcypromine (INN)
D03021	Azacitidine (JAN/USAN/INN)
D03665	Decitabine (USAN/INN)
D07258	Mitoguazone (INN)
D00829	Eflornithine hydrochloride (USAN)
D04793	Lufironil (USAN/INN)
D07883	Eflornithine (INN)
D03158	Brocresine (USAN/INN)
D07405	Tritoqualine (INN)
D00762	Metyrosine (USP)
D10640	Indoximod (USAN/INN)
D11049	Epacadostat (JAN/USAN/INN)
D02755	Acivicin (USAN/INN)
D08917	Ezatiostat hydrochloride (USAN)
D10026	Tosedostat (USAN/INN)
D04537	Ingliforib (USAN/INN)
D02047	Dextran sulfate sodium (JAN)
D03343	Dextran sulfate sodium sulfur 5 (JP17)
D03747	Ibrolipim (USAN/INN)
D04268	Elastase ES
D05255	Omega-3-acid ethyl esters (USAN)
D09208	Cetilistat (JAN/USAN/INN)
D10657	Pradigastat sodium (USAN)
D10664	Pradigastat (USAN)
D00469	Pralidoxime chloride (USP)
D00487	Pyridostigmine bromide (JP17/USP/INN)
D00670	Donepezil hydrochloride (JP17/USAN)
D00995	Neostigmine bromide (JAN/USP/INN)
D00998	Neostigmine methylsulfate (JP17/USP)
D01001	Ambenonium chloride (JP17/INN)
D01228	Distigmine bromide (JP17/INN)
D01572	Pralidoxime iodide (JAN/USAN)
D02068	Tacrine hydrochloride (USP)
D02173	Galantamine hydrobromide (JAN/USAN)
D02558	Rivastigmine tartrate
D02565	Dimetacrine (INN)
D03822	Rivastigmine (JAN/USAN/INN)
D04292	Galantamine (USAN/INN)
D05590	Pralidoxime mesylate (USAN)
D06288	Velnacrine maleate (USAN)
D07869	Donepezil (INN)
D08261	Neostigmine (BAN)
D08555	Tacrine (INN)
D09750	Ipidacrine hydrochloride hydrate (JAN)
D03650	Darapladib (JAN/USAN)
D04368	Goxalapladib (USAN)
D05728	Rilapladib (USAN)
D00109	Aspirin (JP17/USP)
D00118	Naproxen (JP17/USP/INN)
D00120	Sulindac (JP17/USP/INN)
D00126	Ibuprofen (JP17/USP/INN)
D00127	Piroxicam (JP17/USP/INN)
D00130	Diflunisal (JAN/USP/INN)
D00132	Ketoprofen (JP17/USP/INN)
D00141	Indomethacin (USP)
D00151	Mefenamic acid (JP17/USP/INN)
D00158	Tolmetin sodium (JAN/USP)
D00169	Meclofenamate sodium (USP)
D00217	Acetaminophen (JP17/USP)
D00315	Etodolac (JP17/USP/INN)
D00330	Flurbiprofen (JP17/USP/INN)
D00414	Zileuton (USP/INN)
D00425	Nabumetone (JP17/USP/INN)
D00428	Salsalate (USP/INN)
D00463	Oxaprozin (JP17/USAN/INN)
D00510	Phenylbutazone (JP17/USP/INN)
D00566	Sodium salicylate (JP17/USP)
D00567	Celecoxib (JAN/USAN/INN)
D00568	Rofecoxib (JAN/USAN/INN)
D00810	Choline salicylate (JAN/USAN/INN)
D00813	Ketorolac tromethamine (USP)
D00827	Magnesium salicylate (USP)
D00903	Diclofenac potassium (USAN)
D00904	Diclofenac sodium (JP17/USP)
D00968	Fenoprofen calcium (JAN/USP)
D00969	Meloxicam (JAN/USAN/INN)
D00970	Naproxen sodium (USP)
D01049	Nimesulide (JAN/INN)
D01122	Ibuprofen piconol (JP17/USAN)
D01183	Tolfenamic acid (JAN/INN)
D01252	Alclofenac (JAN/USP/INN)
D01271	Bufexamac (JAN/INN)
D01325	Tiaprofenic acid (JAN/INN)
D01344	Fenbufen (JP17/USAN/INN)
D01397	Ampiroxicam (JP17/INN)
D01410	Benzydamine hydrochloride (JAN/USAN)
D01475	Flurbiprofen axetil (JAN)
D01513	Alminoprofen (JP17/INN)
D01527	Epidihydrocholesterin (JAN)
D01545	Aceclofenac (JAN/INN)
D01547	Zaltoprofen (JP17/INN)
D01557	Glycol salicylate (JAN)
D01565	Indometacin farnesil (JAN)
D01578	Pranoprofen (JP17/INN)
D01581	Flufenamic acid (JAN/USAN/INN)
D01582	Acemetacin (JP17/INN)
D01675	Felbinac (JP17/USAN/INN)
D01683	Ozagrel hydrochloride hydrate (JAN)
D01684	Ozagrel sodium (JP17)
D01709	Loxoprofen sodium hydrate (JP17)
D01718	Mofezolac (JAN/INN)
D01765	Proglumetacin maleate (JAN)
D01767	Tenoxicam (JAN/USAN/INN)
D01773	Oxatomide (JAN/USAN/INN)
D01788	Amfenac sodium (USAN)
D01811	Salicylamide (JAN/USP/INN)
D01823	Ufenamate (JAN/INN)
D01841	Felbinac ethyl (JAN)
D01866	Lornoxicam (JAN/USAN/INN)
D01974	Tilmacoxib (JAN/USAN/INN)
D02110	Indomethacin sodium (USP)
D02290	Flurbiprofen sodium (USP)
D02341	Meclofenamic acid (USAN/INN)
D02350	Fenoprofen (USAN/INN)
D02355	Tolmetin (USAN/INN)
D02709	Valdecoxib (USAN/INN)
D03010	Atreleuton (USAN/INN)
D03080	Benoxaprofen (USAN/INN)
D03163	Bromfenac sodium (USAN)
D03254	Flufenamate aluminum (JAN)
D03652	Darbufelone mesylate (USAN)
D03661	Dazmegrel (USAN/INN)
D03663	Dazoxiben hydrochloride (USAN)
D03689	Deracoxib (USAN)
D03710	Etoricoxib (USAN/INN)
D03712	Firocoxib (USAN/INN)
D03714	Lumiracoxib (USAN/INN)
D03715	Dexibuprofen (USAN/INN)
D03716	Parecoxib (USAN/INN)
D03717	Parecoxib sodium (USAN)
D03718	Dexibuprofen lysine (USAN)
D03882	Docebenone (USAN/INN)
D03938	Ecopladib (USAN/INN)
D03990	Enazadrem phosphate (USAN)
D04102	Etofenamate (USAN/INN)
D04151	Fenleuton (USAN/INN)
D04276	Furegrelate sodium (USAN)
D04490	Ibuprofen aluminum (USAN)
D04770	Lonapalene (USAN)
D04863	Mavacoxib (USAN)
D05143	Nepafenac (JAN/USAN/INN)
D05181	Aspirin aluminum (JP17)
D05275	Orpanoxin (USAN/INN)
D05319	Oxyphenbutazone hydrate
D05451	Phenbutazone sodium glycerate (USAN)
D05498	Piriprost (USAN/INN)
D05499	Piriprost potassium (USAN)
D05502	Pirmagrel (USAN/INN)
D05511	Piroxicam betadex (USAN)
D05512	Piroxicam cinnamate (USAN)
D05513	Piroxicam olamine (USAN)
D05598	Pravadoline maleate (USAN)
D05727	Ridogrel (USAN/INN)
D05791	Salicylate meglumine (USAN)
D06072	Tenidap (USAN/INN)
D06073	Tenidap sodium (USAN)
D06600	Giripladib (USAN)
D06606	Ibuprofen lysine (USAN)
D06674	Efipladib (USAN)
D07141	Indobufen (INN)
D07142	Triflusal (INN)
D07267	Droxicam (INN)
D07268	Ibuproxam (INN)
D07269	Dexketoprofen (INN)
D07294	Propacetamol (INN)
D07421	Aloxiprin (INN)
D07443	Amfenac (INN)
D07516	Benzydamine (INN)
D07517	Benzydamine salicylate
D07541	Bromfenac (INN)
D07579	Aspirin calcium salt
D07580	Aspirin DL-lysine (JAN)
D07581	Aspirin magnesium salt
D07582	Aspirin sodium
D07816	Diclofenac (USAN/INN)
D07817	Diclofenac diethylamine
D07818	Diclofenac hydroxyethylpyrrolidine
D07819	Diclofenac calcium
D07888	Eltenac (INN)
D08058	Ibuprofen arginine salt
D08059	Ibuprofen sodium
D08102	Ketoprofen lysine
D08103	Ketoprofen sodium
D08104	Ketorolac (INN)
D08149	Loxoprofen (INN)
D08162	Meclofenamate sodium
D08275	Niflumic acid (INN)
D08324	Oxyphenbutazone (INN)
D08327	Ozagrel (INN)
D08363	Phenylbutazone calcium
D08364	Phenylbutazone sodium
D08374	Piketoprofen (INN)
D08375	Piketoprofen hydrochloride
D08427	Proglumetacin (INN)
D08434	Propacetamol hydrochloride
D08501	Trolamine salicylate (USP)
D08657	Apricoxib (USAN/INN)
D09568	Naproxcinod (USAN/INN)
D09667	Setileuton (USAN/INN)
D09760	Ibuprofen sodium (USAN)
D10017	Naproxen etemesil (USAN)
D10254	Esflurbiprofen (JAN)
D10656	Polmacoxib (USAN/INN)
D05032	Miglustat (JAN/USAN/INN)
D09893	Eliglustat (USAN/INN)
D09894	Eliglustat tartrate (JAN/USAN)
D00142	Methotrexate (JP17/USP/INN)
D02115	Methotrexate sodium
D03942	Edatrexate (USAN/INN)
D05500	Piritrexim isethionate (USAN)
D05589	Pralatrexate (JAN/USAN/INN)
D06238	Trimetrexate (USAN/INN)
D06239	Trimetrexate glucuronate (USAN)
D09678	Teglarinad chloride (USAN/INN)
D09385	Talarozole (USAN/INN)
D11008	Voretigene neparvovec (USAN/INN)
D05922	Stannsoporfin (USAN/INN)
D10003	Hemin (JAN)
D00359	Lovastatin (USP/INN)
D00434	Simvastatin (JP17/USP/INN)
D00887	Atorvastatin calcium anhydorous
D00889	Cerivastatin sodium (JAN/USAN)
D00892	Fluvastatin sodium (JAN/USAN)
D00893	Pravastatin sodium (JP17/USAN)
D00939	Alendronate sodium (USAN)
D00941	Pamidronate disodium (USAN)
D00942	Risedronate sodium (USP)
D01862	Pitavastatin calcium (JAN)
D01915	Rosuvastatin calcium (JAN/USAN)
D01968	Zoledronic acid (USAN)
D02258	Atorvastatin calcium (USP)
D03234	Sodium risedronate hydrate (JP17)
D03601	Crilvastatin (USAN/INN)
D03643	Dalvastatin (USAN/INN)
D03720	Tipifarnib (USAN/INN)
D03816	Tenivastatin calcium (USAN)
D04486	Ibandronate sodium (USAN)
D04768	Lonafarnib (USAN/INN)
D06378	Zoledronate disodium (USAN)
D06379	Zoledronate trisodium (USAN)
D07119	Alendronic acid (INN)
D07123	Incadronate disodium hydrate (JAN)
D07281	Pamidronic acid (INN)
D07474	Atorvastatin (INN)
D07661	Cerivastatin (INN)
D07983	Fluvastatin (INN)
D08056	Ibandronic acid (INN)
D08073	Incadronic acid (INN)
D08410	Pravastatin (INN)
D08484	Risedronic acid (INN)
D08492	Rosuvastatin (INN)
D08689	Zoledronic acid (INN)
D09198	Minodronic acid hydrate (JAN)
D10515	Zoledronic acid hemipentahydrate (JAN)
D10568	Pitavastatin calcium hydrate (JP17)
D11092	Pitavastatin magnesium
D11095	Atorvastatin calcium propylene glycol sorbate
D00707	Fomepizole (JAN/USAN/INN)
D04092	Etryptamine acetate (USAN)
D03998	Eniluracil (USAN/INN)
D10901	Enasidenib (USAN/INN)
D11044	Enasidenib mesylate (USAN)
D04025	Mubritinib (USAN/INN)
D08950	Neratinib (USAN/INN)
D09660	Rindopepimut (USAN)
D09689	Varlitinib (USAN/INN)
D09690	Varlitinib tosylate (USAN)
D10696	Capmatinib (USAN/INN)
D10766	Osimertinib mesylate (USAN)
D10898	Neratinib maleate
D11073	Tepotinib hydrochloride hydrate (JAN)
D03793	Ilomastat (USAN/INN)
D03795	Marimastat (USAN/INN)
D03797	Prinomastat (USAN/INN)
D03802	Tanomastat (USAN/INN)
D07928	Ethinylestradiol propanesulfonate
D00219	Acetohexamide (JP17/USP/INN)
D00271	Chlorpropamide (JP17/USP/INN)
D00335	Glipizide (USP/INN)
D00336	Glyburide (USP)
D00379	Tolazamide (JP17/USP/INN)
D00380	Tolbutamide (JP17/USP/INN)
D00418	Minoxidil (JAN/USP/INN)
D00593	Glimepiride (JP17/USP/INN)
D00594	Repaglinide (JAN/USP/INN)
D01111	Nateglinide (JP17/USAN/INN)
D01356	Glymidine sodium (JAN/USAN/INN)
D01599	Gliclazide (JP17/INN)
D01799	Glyclopyramide (JAN/INN)
D01810	Nicorandil (JP17/USAN/INN)
D01854	Mitiglinide calcium hydrate (JP17)
D02385	Levcromakalim (USAN/INN)
D02425	Carbutamide (INN)
D02427	Glibornuride (USAN/INN)
D02430	Gliquidone (INN)
D03128	Biricodar dicitrate (USAN)
D03968	Elacridar hydrochloride (USAN)
D04739	Linogliride (USAN/INN)
D04740	Linogliride fumarate (USAN)
D05114	Naminidil (USAN/INN)
D05482	Pinacidil (USAN)
D06008	Tariquidar (USAN/INN)
D06177	Tolbutamide sodium, sterile
D06387	Zosuquidar trihydrochloride (USAN)
D07117	Metahexamide (INN)
D07118	Glisoxepide (INN)
D10134	Lumacaftor (USAN)
D11041	Tezacaftor (USAN/INN)
D03150	Bortezomib (JAN/USAN/INN)
D08880	Carfilzomib (JAN/USAN/INN)
D09640	Marizomib (USAN/INN)
D10110	Delanzomib (USAN)
D10130	Ixazomib (USAN)
D10131	Ixazomib citrate (JAN/USAN)
D00279	Clofibrate (JP17/USP/INN)
D00334	Gemfibrozil (JAN/USP/INN)
D00395	Troglitazone (JAN/USAN/INN)
D00565	Fenofibrate (JAN/INN)
D00596	Rosiglitazone maleate (JAN/USAN)
D00945	Pioglitazone hydrochloride (JP17/USP)
D01208	Aluminum clofibrate (JAN/INN)
D01274	Tesaglitazar (JAN/USAN/INN)
D01366	Bezafibrate (JP17/USAN/INN)
D01971	Reglitazar (JAN/INN)
D02815	Alitretinoin (USAN)
D03106	Bexarotene (JAN/USAN/INN)
D03493	Ciglitazone (USAN/INN)
D03521	Ciprofibrate (USAN/INN)
D03941	Edaglitazone sodium (USAN)
D03996	Englitazone sodium (USAN)
D04132	Farglitazar (USAN/INN)
D04411	Halofenate (USAN/INN)
D05030	Mifobate (USAN/INN)
D05091	Muraglitazar (USAN/INN)
D05150	Netoglitazone (USAN/INN)
D05397	Peliglitazar (USAN)
D05739	Rivoglitazone (USAN/INN)
D06647	Sodelglitazar (USAN)
D07187	Etofibrate (INN)
D07724	Magnesium clofibrate (INN)
D08378	Pioglitazone (INN)
D08491	Rosiglitazone (INN)
D08845	Aleglitazar (USAN)
D08890	Choline fenofibrate (USAN/INN)
D08949	Naveglitazar (USAN/INN)
D09350	Indeglitazar (USAN)
D09579	Arhalofenate (USAN/INN)
D00107	Tacrolimus (USAN/INN)
D00184	Cyclosporine (USP)
D00332	Gabapentin (JAN/USAN/INN)
D00404	Methsuximide (USP)
D00495	Paramethadione (INN)
D00538	Zonisamide (JAN/USAN/INN)
D00539	Ethosuximide (JP17/USP/INN)
D00619	Verapamil hydrochloride (JP17/USP)
D00631	Bepridil hydrochloride (USAN)
D00742	Etanercept (USAN/INN)
D01441	Imatinib mesylate (USAN)
D01977	Gefitinib (JAN/USAN/INN)
D02356	Verapamil (USAN/INN)
D02537	Dronedarone (INN)
D02597	Adalimumab (USAN/INN)
D02598	Infliximab (USAN/INN)
D02630	Penfluridol (USAN/INN)
D02716	Pregabalin (JAN/USAN/INN)
D02970	Aprinocarsen sodium (USAN)
D03065	Becaplermin (USAN/INN)
D03218	Axitinib (JAN/USAN)
D03350	Canertinib dihydrochloride (USAN)
D03441	Certolizumab pegol (USAN/INN)
D03455	Cetuximab (USAN/INN)
D03658	Dasatinib (JAN/INN)
D03736	Doramapimod (USAN/INN)
D03914	Dronedarone hydrochloride (USAN)
D04023	Erlotinib hydrochloride (JAN/USAN)
D04024	Lapatinib ditosylate (USAN)
D04358	Golimumab (USAN/INN)
D04696	Lestaurtinib (USAN/INN)
D04862	Masoprocol (USAN/INN)
D05024	Mibefradil dihydrochloride (USAN)
D05029	Midostaurin (USAN/INN)
D05146	Nerelimomab (USAN/INN)
D05263	Onercept (USAN/INN)
D05350	Panitumumab (USAN/INN)
D05380	Pazopanib hydrochloride (JAN/USAN)
D05393	Pegsunercept (USAN)
D05399	Pelitinib (USAN/INN)
D05480	Pimecrolimus (JAN/USAN/INN)
D06005	Tandutinib (USAN/INN)
D06272	Sorafenib tosylate (USAN)
D06285	Vatalanib (USAN/INN)
D06402	Sunitinib malate (JAN/USAN)
D06407	Vandetanib (JAN/USAN/INN)
D06413	Nilotinib hydrochloride hydrate (JAN)
D06414	Dasatinib (USAN)
D06635	Rilonacept (USAN/INN)
D06678	Motesanib
D07436	Afelimomab (INN)
D07520	Bepridil (INN)
D07907	Erlotinib (INN)
D08066	Imatinib (INN)
D08108	Lapatinib (INN)
D08217	Mibefradil (INN)
D08279	Tozasertib (USAN)
D08344	Tozasertib lactate (USAN)
D08503	Toceranib (USAN)
D08524	Sorafenib (USAN/INN)
D08544	Toceranib phosphate (USAN)
D08552	Sunitinib (INN)
D08556	Tacrolimus (INN)
D08878	Brivanib alaninate (JAN/USAN/INN)
D08881	Cediranib (USAN/INN)
D08883	Cediranib maleate (JAN/USAN)
D08907	Dovitinib lactate (USAN)
D08947	Motesanib diphosphate (USAN)
D08953	Nilotinib (USAN/INN)
D08956	Omacetaxine mepesuccinate (USAN)
D08963	Pamapimod (INN/USAN)
D09033	Voclosporin (USAN/INN)
D09315	Canakinumab (USAN/INN)
D09386	Talmapimod (USAN/INN)
D09539	Gabapentin enacarbil (JAN/USAN/INN)
D09589	Brivanib (USAN)
D09602	Dilmapimod (USAN/INN)
D09603	Dilmapimod tosylate (USAN)
D09620	Fresolimumab (USAN/INN)
D09635	Linifanib (USAN/INN)
D09666	Selumetinib (USAN/INN)
D09683	Tivozanib (USAN/INN)
D09724	Afatinib (USAN/INN)
D09733	Afatinib dimaleate (USAN)
D09907	Fulranumab (USAN/INN)
D09911	Gevokizumab (USAN/INN)
D09919	Lenvatinib (USAN/INN)
D09920	Lenvatinib mesylate (USAN)
D09939	Olaratumab (USAN/INN)
D09944	Ozoralizumab (USAN)
D09996	Vemurafenib (JAN/USAN/INN)
D10018	Necitumumab (USAN/INN)
D10024	Selumetinib sulfate (JAN/USAN)
D10031	Zalutumumab (USAN/INN)
D10062	Cabozantinib (USAN)
D10064	Dabrafenib (USAN)
D10095	Cabozantinib s-malate (USAN)
D10102	Crenolanib (USAN)
D10103	Crenolanib besylate (USAN)
D10104	Dabrafenib mesylate (USAN)
D10137	Regorafenib hydrate (JAN)
D10138	Regorafenib (USAN/INN)
D10175	Trametinib (USAN)
D10176	Trametinib dimethyl sulfoxide (JAN/USAN)
D10190	Tivozanib hydrochloride (USAN)
D10224	Golvatinib (USAN)
D10229	Masitinib (INN)
D10396	Nintedanib esylate (USAN)
D10405	Cobimetinib (USAN/INN)
D10426	Pimasertib (USAN/INN)
D10465	Golvatinib tartrate (USAN)
D10481	Nintedanib (USAN/INN)
D10486	Pimasertib hydrochloride (USAN)
D10604	Binimetinib (JAN/USAN)
D10615	Cobimetinib fumarate (USAN)
D10790	Mirogabalin besylate (USAN)
D10858	Rociletinib (USAN/INN)
D10859	Olmutinib (USAN/INN)
D10913	Burosumab (USAN/INN)
D10943	Istiratumab (USAN)
D10958	Naquotinib (USAN/INN)
D10959	Neflamapimod (USAN)
D10983	Ruclosporin (USAN/INN)
D10988	Selonsertib (USAN/INN)
D11032	Plitidepsin (INN)
D11038	Ulixertinib (INN)
D11053	Encorafenib (JAN/USAN/INN)
D02714	Everolimus (JAN/USAN/INN)
D03252	Bosutinib (USAN)
D03257	Trastuzumab (INN)
D05446	Pertuzumab (USAN/INN)
D06068	Temsirolimus (JAN/USAN/INN)
D09664	Saracatinib (USAN/INN)
D09665	Saracatinib difumarate (USAN)
D09728	Bosutinib hydrate (JAN)
D09883	Dacomitinib (USAN/INN)
D09980	Trastuzumab emtansine (USAN/INN)
D10514	Dacomitinib hydrate (JAN)
D00967	Toremifene citrate (JAN/USAN)
D04014	Enzastaurin hydrochloride (JAN/USAN)
D08620	Toremifene (INN)
D10173	Tivantinib (JAN/USAN/INN)
D10374	Lifitegrast (USAN/INN)
D10392	Lifitegrast sodium (USAN)
D00059	Levodopa (JP17/USP/INN)
D00076	Noradrenaline (JP17)
D00081	Dinoprost (JP17/USAN/INN)
D00095	Epinephrine (USP/INN)
D00101	Vasopressin (JP17/USP)
D00113	Atropine (USP)
D00124	Ephedrine (USP)
D00147	Hyoscyamine (USP)
D00150	Angiotensin II (INN)
D00176	Protirelin (JP17/USAN/INN)
D00180	Alprostadil (JP17/USP/INN)
D00193	Dexpanthenol (USP/INN)
D00227	Aminophylline (USP/INN)
D00255	Carvedilol (JAN/USAN/INN)
D00274	Cisapride (USAN/INN)
D00295	Cimetidine (JP17/USP/INN)
D00300	Diphenhydramine (JP17/INN)
D00304	Divalproex sodium (USP)
D00318	Famotidine (JP17/USP/INN)
D00319	Felodipine (JAN/USP/INN)
D00349	Isradipine (USP/INN)
D00356	Latanoprost (JAN/USAN/INN)
D00366	Lypressin (USP/INN)
D00371	Theophylline (JP17)
D00378	Timolol (USAN)
D00397	Tropicamide (JP17/USP/INN)
D00399	Valproic acid (USP)
D00411	Zafirlukast (JAN/USAN/INN)
D00422	Ranitidine (USAN/INN)
D00432	Nadolol (JP17/USP/INN)
D00437	Nifedipine (JP17/USP/INN)
D00438	Nimodipine (USAN/INN)
D00440	Nizatidine (JP17/USP/INN)
D00465	Oxybutynin (USAN/INN)
D00480	Promethazine hydrochloride (JP17/USP)
D00481	Propantheline bromide (JP17/USP/INN)
D00494	Promethazine (JAN/INN)
D00511	Phenylephrine hydrochloride (JP17/USP)
D00520	Dimenhydrinate (JP17/USP/INN)
D00528	Caffeine (USP)
