id	name
H00392	VLCAD deficiency
H00488	MCAD deficiency
H00525	Disorders of mitochondrial fatty-acid oxidation
H01352	Mitochondrial trifunctional protein deficiency
H01400	Secondary hyperammonemia
H01980	SCAD deficiency
H01981	Carnitine palmitoyltransferase I deficiency
H01982	Carnitine palmitoyltransferase II deficiency
H02096	Peroxisomal acyl-CoA oxidase deficiency
H01076	Alpha-methylacetoacetic aciduria
H01121	Succinyl CoA:3-oxoacid CoA transferase (SCOT) deficiency
H01123	HMG-CoA synthase deficiency
H00148	Lysosomal acid lipase deficiency
H00161	Smith-Lemli-Opitz syndrome
H00496	Congenital hemidysplasia with ichthyosiform nevus and limb defects (CHILD)
H00617	Desmosterolosis
H01143	Vitamin D-dependent rickets
H01194	X-linked chondrodysplasia punctata
H01281	Lathosterolosis
H01371	Hypercalcemia infantile
H01917	CK syndrome
H00151	Cerebrotendinous xanthomatosis
H00407	Peroxisomal beta-oxidation enzyme deficiency
H00624	Familial cholestasis
H00628	Congenital bile acid synthesis defect
H00874	Leukoencephalopathy with dystonia and motor neuropathy
H02095	Perrault syndrome
H02098	D-bifunctional protein deficiency
H02099	Alpha-methylacyl-CoA racemase deficiency
H00999	Coenzyme Q10 deficiency
H01614	Multiple system atrophy
H00134	X-linked ichthyosis
H00216	Congenital adrenal hyperplasia
H00258	Aldosterone synthase deficiency
H00259	Apparent mineralocorticoid excess syndrome
H00602	Glucocorticoid-remediable aldosteronism (GRA)
H00608	46,XY disorder of sex development due to testosterone secretion defect
H00794	Aromatase excess syndrome
H01075	Peters anomaly
H01203	Primary congenital glaucoma
H01709	Glucocorticoid-induced osteonecrosis
H02020	Aromatase deficiency
H00068	Leber hereditary optic atrophy
H00473	Mitochondrial complex I deficiency
H00920	Exocrine pancreatic insufficiency, dyserythropoietic anemia, and calvarial hyperostosis
H01177	Infantile bilateral striatal necrosis
H01200	Fatal infantile cardioencephalomyopathy
H01347	MELAS Syndrome
H01354	Leigh syndrome
H01355	Kearns-Sayre syndrome
H01356	Myoclonic Epilepsy and Ragged-Red Fiber Disease
H01363	NARP syndrome
H01365	Leber hereditary optic neuropathy and dystonia
H01368	Cytochrome c oxidase (COX) deficiency
H01369	ATP synthase deficiency
H01904	Microphthalmia with linear skin defects syndrome
H02086	Mitochondrial complex III deficiency
H00164	Carbamoyl phosphate synthetase I deficiency
H00185	Citrullinemia
H00187	Ornithine transcarbamylase deficiency
H00923	Congenital systemic glutamine deficiency
H01028	Argininosuccinic aciduria
H01032	N-acetylglutamate synthase (NAGS) deficiency
H01146	Aminoacylase 1 deficiency
H01398	Primary hyperammonemic disorders (Urea cycle disorders)
H00184	Hypermethioninemia
H00192	Xanthinuria
H00194	Lesch-Nyhan syndrome
H00195	Adenine phosphoribosyltransferase deficiency
H00197	Adenylosuccinate lyase deficiency
H00481	Cone-rod dystrophy and cone dystrophy
H00494	Desbuquois syndrome
H00674	Anemia due to disorders of nucleotide metabolism
H00761	SEMD, Pakistani type
H00824	Calcification of joints and arteries
H00837	Leber congenital amaurosis
H00966	AICA-ribosiduria
H01002	Generalized arterial calcification of infancy
H01128	Reticular dysgenesis
H01394	Cole disease
H01532	Gout
H01570	Autosomal dominant striatal degeneration
H00193	Dihydropyrimidine dehydrogenase deficiency
H00198	Orotic aciduria
H00199	Dihydropyrimidinase deficiency
H00200	Beta-ureidopropionase deficiency
H01376	Acrofacial dysostosis
H01390	Mitochondrial neurogastrointestinal encephalomyopathy
H00074	Canavan disease
H00835	Succinic semialdehyde dehydrogenase deficiency
H01257	GABA-transaminase deficiency
H01386	Asparagine synthetase deficiency
H00117	Primary hyperoxaluria
H00182	Cystathioninuria
H00183	Homocystinuria
H00191	Nonketotic hyperglycinemia
H00834	Guanidinoacetate methyltransferase deficiency
H00849	Creatine deficiency syndrome
H01003	Dimethylglycine dehydrogenase deficiency
H01079	3-Phosphoglycerate dehydrogenase (3-PGDH) deficiency
H01082	Phosphoserine aminotransferase deficiency
H02116	Phosphoserine phosphatase deficiency
H02117	Neu-Laxova syndrome
H00147	Sialuria
H00597	Snyder-Robinson syndrome
H01285	Methylcobalamin deficiency type G
H00172	Maple syrup urine disease
H00173	Isovaleric acidemia
H00174	Methylmalonic aciduria
H00175	Propionic acidemia
H00179	3-Hydroxy-3-methylglutaryl-CoA lyase deficiency
H00181	3-Methylcrotonylglycinuria
H00754	3-Methylglutaconic aciduria
H00925	2-Methyl-3-hydroxybutyryl-CoA dehydrogenase (MHBD) deficiency
H01279	Isobutyryl-CoA dehydrogenase deficiency
H01349	Methacrylic aciduria
H02109	Combined malonic and methylmalonic aciduria
H00188	Hyperlysinemia
H00570	Kabuki syndrome
H00718	Sotos syndrome
H00802	Ehlers-Danlos syndrome
H00907	Kleefstra syndrome
H00980	Nevo syndrome
H01192	Lysyl hydroxylase 3 deficiency
H01242	Saccharopinuria
H01247	Pyridoxine-dependent epilepsy
H01751	Weaver syndrome
H00189	Ornithinaemia
H00190	Hyperprolinemia
H00171	Histidinemia
H00548	Brunner syndrome
H00862	Tourette syndrome
H01233	Urocanase deficiency
H01262	Formiminotransferase deficiency
H00163	Alkaptonuria
H00165	Tyrosinemia
H00168	Oculocutaneous albinism
H00251	Thyroid dyshormonogenesis
H00831	Primary dystonia
H01005	Dopamine beta-hydroxylase deficiency
H01161	Aromatic L-amino acid decarboxylase deficiency
H00203	Acatalasemia
H00689	Delayed sleep phase syndrome
H01583	Hydroxykynureninuria
H02087	Vertebral, cardiac, renal, and limb defects syndrome
H00167	Phenylketonuria
H01283	Malonyl-CoA decarboxylase deficiency
H01821	Spondylometaphyseal dysplasia with cone-rod dystrophy
H00115	Congenital sucrase-isomaltase deficiency
H01941	Glycogen storage disease type III
H01942	Glycogen storage disease type IV
H01943	Glycogen storage disease type V
H01944	Glycogen storage disease type VI
H01949	Glycogen storage disease type 0b
H01950	Glycogen storage disease type 0a
H01955	Glycogen storage disease type XV
H02090	Trehalase deficiency
H00119	Congenital disorders of glycosylation type II
H00124	GM2 gangliosidoses
H00126	Gaucher disease
H00139	alpha-Mannosidosis
H00140	beta-Mannosidosis
H00141	Fucosidosis
H00142	Sialidosis
H00145	Aspartylglucosaminuria
H00281	GM1 gangliosidosis
H00422	Glycoproteinoses
H00426	Gangliosidosis
H02016	Tay-Sachs disease
H02017	Sandhoff disease
H00020	Colorectal cancer
H01188	Tn syndrome
H00590	Congenital muscular dystrophies (CMD/MDC)
H00593	Limb-girdle muscular dystrophy
H00944	Dowling-Degos disease
H00120	Muscular dystrophy-dystroglycanopathy type A
H01957	Fukuyama congenital muscular dystrophy
H01959	Muscular dystrophy-dystroglycanopathy type C
H01960	Muscular dystrophy-dystroglycanopathy type B
H01961	Congenital muscular dystrophy type 1C
H01962	Congenital muscular dystrophy type 1D
H00235	Methemoglobinemia
H00594	Distal myopathy
H00596	Nonaka distal myopathy (NM)
H00770	Congenital myasthenic syndrome
H00123	Mucopolysaccharidosis type IV
H00128	Mucopolysaccharidosis type I
H00129	Mucopolysaccharidosis type II
H00130	Mucopolysaccharidosis type III
H00131	Mucopolysaccharidosis type VI
H00132	Mucopolysaccharidosis type VII
H00133	Mucopolysaccharidosis type IX
H00421	Mucopolysaccharidosis
H00753	Urofacial syndrome
H00762	Spondyloepiphyseal dysplasia with congenital joint dislocations
H01494	SEMD with joint laxity type
H01496	Spondyloocular syndrome
H01497	Temtamy preaxial brachydactyly syndrome
H01498	Multiple joint dislocations, short stature, craniofacial dysmorphism, and congenital heart defects
H00954	Macular corneal dystrophy
H00122	Multiple exostoses
H00154	Hyperlipoproteinemia, type I
H00552	Chromosome Xp21 deletion syndrome
H01117	Chronic recurrent multifocal osteomyelitis
H01290	Acute recurrent myoglobinuria
H01333	Nonalcoholic fatty liver disease
H02013	Glycerol kinase deficiency
H00530	Joubert syndrome
H00692	Lowe syndrome
H00694	Dent disease
H00700	Centronuclear myopathy
H00957	Fleck corneal dystrophy
H01195	VACTERL/VATER association
H01387	Activated PI3K-delta syndrome
H01053	Paroxysmal nocturnal hemoglobinuria
H01127	PIGM-congenital disorder of glycosylation
H01485	Autosomal recessive mental retardation-42
H01486	Multiple congenital anomalies-hypotonia-seizures syndrome
H01487	CHIME syndrome
H01488	Hyperphosphatasia with mental retardation syndrome
H01489	Inherited glycosylphosphatidylinositol deficiencies
H00158	Lecithin:cholesterol acyltransferase deficiency
H00207	Rhizomelic chondrodysplasia punctata
H00654	Barth syndrome
H01832	Lenz-Majewski syndrome
H01898	PNPLA6-related disorders
H02137	Laurence-Moon syndrome
H02140	Boucher-Neuhauser syndrome
H00490	Diaphyseal dysplasia with anemia
H00125	Fabry disease
H00127	Metachromatic leukodystrophy
H00135	Krabbe disease
H00137	Niemann-Pick disease type A/B
H00138	Farber lipogranulomatosis
H00265	Hereditary sensory and autonomic neuropathy
H00276	Galactosialidosis
H00423	Sphingolipidosis
H00424	Defects in the degradation of sphingomyelin
H01013	Adult i phenotype
H01460	West syndrome
H00146	Alpha-N-acetylgalactosaminidase deficiency
H00996	Amish infantile epilepsy syndrome
H01280	L-2-hydroxyglutaric aciduria
H00262	Spina bifida
H01197	Dihydrofolate reductase deficiency
H01567	Thiamine pyrophosphokinase deficiency
H01113	Acid phosphatase deficiency
H01124	Pyridoxamine-5'-phosphate oxidase (PNPO) deficiency
H01929	2,4-Dienoyl-CoA reductase deficiency
H00832	Core neuroacanthocytosis syndromes
H00833	Neurodegeneration with brain iron accumulation
H00180	Holocarboxylase synthetase deficiency
H01182	Biotinidase deficiency
H00213	Hypophosphatasia
H00527	Retinitis pigmentosa
H00825	Familial flecked retina syndrome
H01266	Hypercarotenemia and vitamin A deficiency
H00201	Erythropoietic porphyria
H00202	Hepatic porphyria
H00208	Hyperbilirubinemia
H01763	Porphyria
H01936	Hyperbiliverdinemia
H02054	Crigler-Najjar syndrome
H02055	Gilbert syndrome
H00206	Mevalonate kinase deficiency
H00663	Restrictive dermopathy
H01933	Porokeratosis
H01237	Sulfite oxidase deficiency
H00264	Charcot-Marie-Tooth disease
H00871	Leukoencephalopathy with brain stem and spinal cord involvement and lactate elevation
H00897	Pontocerebellar hypoplasia
H00898	Myopathy with lactic acidosis and sideroblastic anaemia
H01351	Spastic ataxia
H01367	Infantile liver failure
H01171	Poor drug metabolism
H01205	Coumarin resistance
H01234	Trimethylaminuria
H00964	Thiopurine S-methyltransferase deficiency (TPMT deficiency)
H02061	Estrogen resistance syndrome
H00152	Sitosterolemia
H00159	Tangier disease
H00176	Adrenoleukodystrophy
H00218	Cystic fibrosis
H00560	Pseudoxanthoma elasticum
H00733	Harlequin ichthyosis
H00930	Hypoalphalipoproteinemia
H00984	Bare lymphocyte syndrome type1
H01033	Congenital bilateral absence of vas deferens
H01213	Gallbladder disease
H02056	Dubin-Johnson syndrome
H00063	Spinocerebellar ataxia (SCA)
H00439	Shwachman-Diamond syndrome
H00507	Dyskeratosis congenita
H00518	Metaphyseal dysplasia without hypotrichosis
H00610	Treacher Collins syndrome
H00612	Primary open angle glaucoma
H00616	Bowen-Conradi syndrome
H00621	Alopecia neurologic defects and endocrinopathy syndrome
H00788	Hoyeraal-Hreidarsson syndrome
H01896	Aplasia cutis congenita
H01966	Cartilage-hair hypoplasia
H01967	Anauxetic dysplasia
H00237	Diamond-Blackfan anemia
H01435	Congenital asplenia
H01484	5q- syndrome
H00455	Spinal muscular atrophy
H00465	Fragile X syndrome
H00869	Leukoencephalopathy with vanishing white matter
H01731	Fragile X tremor/ataxia syndrome
H00704	Oculopharyngeal muscular dystrophy
H01878	Al-Raqad syndrome
H00866	Trichothiodystrophy
H01879	Wiedemann-Steiner syndrome
H00290	Aicardi-Goutieres syndrome
H01481	Myelodysplastic syndrome
H01838	Mandibulofacial dysostosis with microcephaly
H01839	Burn-McKeown syndrome
H01843	Cerebrocostomandibular syndrome
H01913	Renpenning syndrome
H00790	Keratosis linearis with ichthyosis congenita and sclerosing keratoderma
H01741	Autoinflammation lipodystrophy and dermatosis syndrome
H00157	Hyperlipoproteinemia, type V
H00409	Type 2 diabetes mellitus
H00420	Familial partial lipodystrophy
H00967	Adiponectin deficiency
H01108	CD36 deficiency
H01199	Hyperalphalipoproteinemia
H02106	Genetic obesity
H01025	Familial adenomatous polyposis
H02014	Ataxia-telangiectasia-like syndrome
H00076	Cockayne syndrome
H00403	Disorders of nucleotide excision repair
H01428	Xeroderma pigmentosum
H02131	UV-sensitive syndrome
H00876	Mismatch repair deficiency
H00064	Ataxia telangiectasia
H00094	Immunodeficiency associated with DNA repair defects
H00296	Defects in RecQ helicases
H01287	Congenital mirror movements
H01344	Nijmegen syndrome
H01346	Bloom syndrome
H00924	Severe combined immunodeficiency with microcephaly, growth retardation, and sensitivity to ionizing radiation
H02015	LIG4 syndrome
H00238	Fanconi anemia
H00992	Seckel syndrome
H00078	Frontotemporal lobar degeneration
H00484	Multiple synostosis syndrome
H00505	FGFR3-related short limb skeletal dysplasia
H00523	Noonan syndrome and related disorders
H00532	Parkes Weber syndrome
H00535	Hereditary lymphedema
H00540	Osteoporosis, lymphedema, anhydrotic ectodermal dysplasia with immunodeficiency (OLEDAID)
H00574	Coffin-Lowry syndrome
H00595	Myofibrillar myopathies
H00642	Lacrimo-auriculo-dento-digital syndrome
H00645	Incontinentia pigmenti
H00677	Aplasia of lacrimal and salivary glands
H00728	Brugada syndrome
H00746	Hypokalemic periodic paralysis (HypoPP)
H00749	Episodic ataxias
H00775	Familial or sporadic hemiplegic migraine
H00787	Congenital stationary night blindness
H00800	Loeys-Dietz syndrome
H00801	Familial thoracic aortic aneurysm and dissection
H00808	Idiopathic generalized epilepsies
H00881	Li-Fraumeni syndrome
H00882	Cocoon syndrome
H00894	FG syndrome
H00912	Tumor necrosis factor receptor-associated periodic syndrome
H00916	Congenital central hypoventilation syndrome
H00997	CATSHL syndrome
H01007	Choroid plexus papilloma
H01207	Trigonocephaly
H01250	Hereditary gingival fibromatosis
H01276	Chronic idiopathic intestinal pseudo-obstruction
H01385	Rienhoff syndrome
H01437	Neurofibromatosis type 1
H01512	Langerhans cell histiocytosis
H01738	Noonan syndrome
H01745	Cardiofaciocutaneous syndrome
H01905	Trichomegaly
H01984	Leopard syndrome
H02043	Capillary malformation-arteriovenous malformation
H02064	Atelosteogenesis type I and III
H02067	Boomerang dysplasia
H02068	Hypochondroplasia
H02069	SADDAN
H02188	Watson syndrome
H02189	Neurofibromatosis-Noonan syndrome
H00931	Growth hormone insensitivity with immunodeficiency
H01102	Pituitary adenomas
H02190	CBL syndrome
H01747	Costello syndrome
H00441	Progressive osseous heteroplasia
H00627	Premature ovarian failure
H00699	Central core disease
H00715	Darier disease
H00755	Acrokeratosis verruciformis
H00759	Waardenburg syndrome
H00823	ABCD syndrome
H00910	Hirschsprung disease
H00937	Precocious puberty
H01019	Catecholaminergic polymorphic ventricular tachycardia
H01129	Brody myopathy
H01307	Nonsyndromic congenital nail disorder
H01310	Multi-minicore disease
H01603	Primary aldosteronism
H02019	Familial male-limited precocious puberty
H02026	Familial hypocalciuric hypercalcemia
H01742	Coronary artery disease
H00773	Autosomal dominant mental retardation
H01703	Eating Disorders
H00097	Chemokine receptor defect
H00227	Congenital amegakaryocytic thrombocytopenia
H00286	Crohn disease
H00344	Leprosy
H00408	Type 1 diabetes mellitus
H00609	Persistent Mullerian duct syndrome
H00632	Heterotaxy
H00651	Hypohidrotic ectodermal dysplasia
H00935	Cold-induced sweating syndrome
H01023	Juvenile polyposis syndrome
H01024	Hereditary mixed polyposis syndrome
H01109	Chronic mucocutaneous candidiasis
H01122	Congenital pulmonary alveolar proteinosis
H01217	Primary localized cutaneous amyloidosis
H01227	Inflammatory bowel disease (IBD)
H01466	Ulcerative colitis
H01479	Castleman disease
H01672	Juvenile idiopathic arthritis
H02037	Laron syndrome
H02039	Kowarski syndrome
H02059	Leptin deficiency
H02060	Leptin receptor deficiency
H01743	Autoinflammation and PLCG2-associated antibody deficiency and immune dysregulation
H02042	Familial expansile osteolysis
H01457	Diabetic retinopathy
H01510	Malignant paraganglioma
H01529	Avascular necrosis of femoral head
H02044	Cutaneous and mucosal venous malformation
H01456	Diabetic nephropathy
H00249	Thyroid hormone resistance syndrome
H00255	Hypogonadotropic hypogonadism
H00667	Woolly hair
H00680	Primary failure of tooth eruption
H00769	Hyperekplexia
H00783	Febrile seizures
H00807	Autosomal dominant nocturnal frontal lobe epilepsy (ADNFLE)
H00986	Multiple pterygium syndrome
H01039	Ovarian hyperstimulation syndrome
H01206	Plasminogen deficiency
H01253	Isolated follicle-stimulating hormone deficiency
H01294	Nephrogenic syndrome of inappropriate antidiuresis
H01649	Schizophrenia
H01671	Neurosis
H01682	Syndrome of inappropriate secretion of antidiuretic hormone
H01683	Disorders of antidiuretic hormone (ADH) secretion
H01700	Hypopituitarism
H01702	Glucocorticoid resistance syndrome
H00631	Cornelia de Lange syndrome
H00713	Beckwith-Wiedemann syndrome
H01288	Mosaic variegated aneuploidy syndrome
H01509	Tonsillar cancer
H01513	Retinoblastoma
H01889	Meier-Gorlin syndrome
H02102	Myhre syndrome
H01274	Growth delay due to insulin-like growth factor I resistance
H02122	Chronic atrial and intestinal dysrhythmia
H00896	Lymphangioleiomyomatosis
H00915	Tuberous sclerosis complex
H01106	Plasminogen activator inhibitor type 1 deficiency
H00509	3M syndrome
H00559	von Hippel-Lindau syndrome
H00583	Opitz-GBBB syndrome
H01232	Syndromic multisystem autoimmune disease
H01289	Mulibrey nanism
H01732	Angelman syndrome
H00244	Pseudohypoparathyroidism
H00799	CEDNIK syndrome
H00221	Combined deficiency of factors V and VIII
H00545	Polycystic liver disease
H00740	Ichthyosis follicularis, alopecia, and photophobia syndrome
H00766	Wolcott-Rallison syndrome
H00854	Wolfram syndrome
H00917	Congenital dyserythropoietic anemias (CDAs)
H00927	Chylomicron retention disease
H01105	Cranio-lenticulo-sutural dysplasia
H01202	Cataract
H01284	Marinesco-Sjogren syndrome
H01478	Machado-Joseph disease
H01572	Cole-Carpenter syndrome
H00136	Niemann-Pick disease type C
H00143	Mucolipidosis II
H00144	Mucolipidosis IV
H00150	Danon disease
H00166	Hermansky-Pudlak syndrome
H00272	Multiple sulfatase deficiency
H00273	Pycnodysostosis
H00274	Papillon-Lefevre syndrome
H00275	Cystinosis
H00425	Lysosomal cysteine protease deficiencies
H00696	Haim-Munk syndrome
H00932	Tropical calcific pancreatitis
H01196	Hypochromic microcytic anemia
H01239	Combined SAP deficiency
H01425	Lysosomal storage disease
H02050	Prepubertal periodontitis
H02130	Mucolipidosis III
H00155	Familial hypercholesterolemia
H00567	Limb-girdle muscular dystrophy 1C
H01295	Neurodegeneration due to cerebral folate transport deficiency
H01383	Hyperlipoproteinemia type IIa
H01523	Wiskott-Aldrich syndrome
H01918	Familial autosomal recessive hypercholesterolemia
H02179	Rippling muscle disease
H02181	Idiopathic hyperCKemia
H02182	Distal myopathy, Tateyama type
H00751	Asphyxiating thoracic dystrophy
H00838	Congenital fibrosis of the extraocular muscles
H01240	Immune thrombocytopenia
H01255	Juvenile-onset dystonia
H02025	Myeloperoxidase deficiency
H00075	Refsum disease
H00177	Neonatal adrenoleukodystrophy
H00205	Peroxisome biogenesis disorder
H01155	Roussy-Levy syndrome
H01342	Zellweger syndrome
H02100	Peroxisomal fatty acyl-CoA reductase 1 disorder
H00666	Peutz-Jeghers syndrome
H01112	Polyhydramnios, megalencephaly, and symptomatic epilepsy
H01251	Focal cortical dysplasia of Taylor
H01691	Renal angiomyolipoma
H01692	Subependymal giant cell astrocytoma
H01885	Megalencephaly-polymicrogyria-polydactyly-hydrocephalus syndrome
H01909	Hypoinsulinemic hypoglycemia with hemihypertrophy
H01912	Congenital lipomatous overgrowth, vascular malformations, and epidermal nevi
H01928	Smith-Kingsmore syndrome
H02111	Autism
H02119	Proteus syndrome
H02153	Megalencephaly-capillary malformation syndrome
H00520	Type II collagenopathies
H01338	Myosclerosis
H01340	Bethlem myopathy
H01341	Collagen VI myopathy
H01370	SHORT syndrome
H01388	Hyperprolactinemia
H01511	Mast-cell leukemia
H01740	Macrothrombocytopenia
H01778	Ullrich disease
H01910	Infantile myofibromatosis
H02040	Insulin-like growth factor I deficiency
H02066	Achondrogenesis type II
H02070	Kniest dysplasia
H02071	Czech dysplasia
H02072	Stickler syndrome
H01956	Glycogen storage disease of heart
H00108	Autoimmune lymphoproliferative syndromes
H00721	Pyogenic bacterial infections, recurrent, due to MYD88 deficiency
H01969	X-linked lymphoproliferative syndrome
H01900	Encephalopathy due to defective mitochondrial and peroxisomal fission
H00656	Scapuloperoneal myopathy
H00698	Nemaline myopathy
H00701	Congenital fiber type disproportion
H00702	Cap myopathy
H00703	Myosin storage myopathy
H00811	Distal arthrogryposis
H01216	Left ventricular noncompaction
H01219	Restrictive cardiomyopathy
H00720	Long QT syndrome
H00731	Atrial fibrillation
H02091	Jervell and Lange-Nielsen syndrome
H01258	Generalized epilepsy and paroxysmal dyskinesia
H01396	Moyamoya disease
H01630	Patent ductus arteriosus
H00450	Worth type autosomal dominant osteosclerosis
H00451	Osteoporosis-pseudoglioma syndrome
H00485	Robinow syndrome
H00486	Sclerosteosis
H00589	Familial exudative vitreoretinopathy
H00598	46,XX testicular disorder of sex development
H00600	Mullerian agenesis
H00625	Tooth agenesis
H00636	Tetra-amelia
H00646	Odontoonychodermal dysplasia
H00681	Acne inversa
H00857	Oligodontia-colorectal cancer syndrome
H00934	Caudal duplication anomaly
H00947	Pilomatricoma
H00949	Focal dermal hypoplasia
H00979	Caudal regression syndrome and Sirenomelia
H01037	Vesicoureteral reflux
H01667	Medulloblastoma
H01774	Hyperostosis corticalis generalisata
H00517	Spondylocostal dysostosis
H00536	Cerebral autosomal dominant arteriopathy with subcortical infarcts and leucoencephalopathy (CADASIL)
H00549	Tetralogy of Fallot
H00551	Alagille syndrome
H00554	Bicuspid aortic valve
H00623	Hajdu-Cheney syndrome
H01413	Adams-Oliver syndrome
H01508	Salivary gland cancer
H01893	Lateral meningocele syndrome
H00263	Acrocallosal syndrome
H00267	Holoprosencephaly
H00482	Brachydactyly
H00502	Pallister-Hall syndrome
H00503	Ellis-van Creveld syndrome
H00652	Solitary median maxillary central incisor syndrome
H00675	Acrocapitofemoral dysplasia
H00855	Triphalangeal thumb-polysyndactyly syndrome
H00886	Donnai-Barrow syndrome
H00895	Basal cell nevus syndrome
H01160	Schizencephaly
H01226	Polysyndactyly
H02158	Weyers acrodental dysostosis
H02161	Greig cephalopolysyndactyly syndrome
H00430	Fibrodysplasia ossificans progressiva
H00431	Ossification of the posterior longitudinal ligament of spine
H00434	Camurati-Engelmann disease
H00466	Grebe dysplasia
H00467	Fibular hypoplasia and complex brachydactyly
H00468	Acromesomelic dysplasia, Demirhan type
H00483	Angel shaped phalangoepiphyseal dysplasia
H00533	Hereditary hemorrhagic telangiectasia
H00620	Axenfeld-Rieger syndrome
H00778	Tarsal-carpal coalition syndrome
H00852	Klippel-Feil syndrome
H00868	Stapes ankylosis with broad thumb and toes
H00958	Congenital stromal corneal dystrophy
H01149	Ring dermoid of cornea
H01619	Primary pulmonary hypertension
H01621	Pulmonary arterial hypertension
H00764	Chromosme 5p deletion syndrome
H01034	L1 syndrome
H01677	Congenital hydrocephalus
H02178	MASA syndrome
H01482	Infantile hemangioma
H00436	Osteopetrosis
H00437	Paget disease of bone
H00438	Nasu-Hakola disease
H01132	Aplastic anemia
H01187	Tietz syndrome
H01593	Osteoporosis
H01180	Sveinsson chorioretinal atrophy (SCRA)
H01438	Neurofibromatosis type 2
H02169	Hennekam lymphangiectasia-lymphedema syndrome
H00226	Glanzmann thrombasthenia
H00576	Pierson syndrome
H00579	Hereditary angiopathy with nephropathy, aneurysms, and muscle cramps (HANAC)
H00581	Alport syndrome
H00582	Benign familial hematuria
H00586	Epidermolysis bullosa, junctional
H00805	Vitreoretinal degeneration
H00813	Laryngo onycho cutaneous syndrome
H00839	Porencephaly
H00877	Brain small vessel disease with hemorrhage
H01210	Hypomagnesemia
H01260	Glomerulopathy with fibronectin deposits
H01526	Legg-Calve-Perthes Disease
H02048	Larsen syndrome
H00219	Hemophilia
H00224	Bernard-Soulier syndrome
H01777	Schwartz-Jampel syndrome
H01958	Merosin-deficient congenital muscular dystrophy
H00639	Ectodermal dysplasia, ectrodactyly, and macular dystrophy
H00742	Neonatal ichthyosis-sclerosing cholangitis (NISCH) syndrome
H00756	Pitt-Hopkins syndrome
H00785	Congenital hypotrichosis with juvenile macular dystrophy
H00840	Band-like calcification with simplified gyration and polymicrogyria
H01882	Asperger syndrome
H02073	Wagner syndrome
H00170	Piebaldism
H00647	Ectodermal dysplasia-syndactyly syndrome
H00719	Leprechaunism
H00942	Rabson-Mendenhall syndrome
H01228	Insulin-resistant diabetes mellitus with acanthosis nigricans
H00233	MYH9-related disease
H00578	Epstein syndrome
H00872	Trismus-pseudocamptodactyly syndrome
H00978	Thrombocytopenia (THC)
H01229	Inclusion body myopathy 3
H01301	Hemorrhagic destruction of the brain, subependymal calcification, and cataracts
H02051	May-Hegglin anomaly
H02053	Fechtner syndrome
H01095	Syndactyly
H01272	Hypoplastic left heart syndrome
H02151	Hereditary congenital facial paresis
H00102	Classic complement pathway component defects
H00103	Late complement pathway defects
H00104	Alternative complement pathway component defects
H00105	Mannose-binding lectin pathway component defects
H00106	Complement regulatory protein defects
H00220	Factor V deficiency
H00222	Afibrinogenemia
H00223	Inherited thrombophilia
H00845	Familial amyloidosis
H00938	Factor XI deficiency
H00941	Factor XII deficiency
H00945	Factor XIII deficiency
H00983	Alpha-2-plasmin inhibitor (a2-PI) deficiency
H01006	Hereditary angioedema
H01078	Fletcher factor deficiency
