id	name
C06377	D-Galactosamine 6-phosphate
C00072	Ascorbate
C00545	L-Arabinonate
C00679	5-Dehydro-4-deoxy-D-glucarate
C00684	2-Dehydro-3-deoxy-L-arabinonate
C00818	D-Glucarate
C00879	D-Galactarate
C01040	L-Gulono-1,4-lactone
C01041	Monodehydroascorbate
C01114	L-Arabinono-1,4-lactone
C01115	L-Galactono-1,4-lactone
C01146	2-Hydroxy-3-oxopropanoate
C01620	Threonate
C01825	L-Galactose
C02280	GDP-L-galactose
C02670	D-Glucuronolactone
C03064	3-Dehydro-L-threonate
C03289	L-xylo-Hexulonolactone
C03921	2-Dehydro-3-deoxy-D-glucarate
C05422	Dehydroascorbate
C15923	L-Gulose
C15924	L-Gulose 1-phosphate
C15925	GDP-L-gulose
C15926	beta-L-Galactose 1-phosphate
C16186	L-Ascorbate 6-phosphate
C20889	D-Galactaro-1,5-lactone
C20896	D-Galactaro-1,4-lactone
C00083	Malonyl-CoA
C00154	Palmitoyl-CoA
C00229	Acyl-carrier protein
C00249	Hexadecanoic acid
C00712	(9Z)-Octadecenoic acid
C01203	Oleoyl-[acyl-carrier protein]
C01209	Malonyl-[acyl-carrier protein]
C01530	Octadecanoic acid
C01571	Decanoic acid
C02679	Dodecanoic acid
C03939	Acetyl-[acyl-carrier protein]
C04088	Octadecanoyl-[acyl-carrier protein]
C04180	cis-Dec-3-enoyl-[acp]
C04246	But-2-enoyl-[acyl-carrier protein]
C04618	(3R)-3-Hydroxybutanoyl-[acyl-carrier protein]
C04619	(3R)-3-Hydroxydecanoyl-[acyl-carrier protein]
C04620	(3R)-3-Hydroxyoctanoyl-[acyl-carrier protein]
C04633	(3R)-3-Hydroxypalmitoyl-[acyl-carrier protein]
C04688	(3R)-3-Hydroxytetradecanoyl-[acyl-carrier protein]
C05223	Dodecanoyl-[acyl-carrier protein]
C05744	Acetoacetyl-[acp]
C05745	Butyryl-[acp]
C05746	3-Oxohexanoyl-[acp]
C05747	(R)-3-Hydroxyhexanoyl-[acp]
C05748	trans-Hex-2-enoyl-[acp]
C05749	Hexanoyl-[acp]
C05750	3-Oxooctanoyl-[acp]
C05751	trans-Oct-2-enoyl-[acp]
C05752	Octanoyl-[acp]
C05753	3-Oxodecanoyl-[acp]
C05754	trans-Dec-2-enoyl-[acp]
C05755	Decanoyl-[acp]
C05756	3-Oxododecanoyl-[acp]
C05757	(R)-3-Hydroxydodecanoyl-[acp]
C05758	trans-Dodec-2-enoyl-[acp]
C05759	3-Oxotetradecanoyl-[acp]
C05760	trans-Tetradec-2-enoyl-[acp]
C05761	Tetradecanoyl-[acp]
C05762	3-Oxohexadecanoyl-[acp]
C05763	trans-Hexadec-2-enoyl-[acp]
C05764	Hexadecanoyl-[acp]
C06423	Octanoic acid
C06424	Tetradecanoic acid
C08362	(9Z)-Hexadecenoic acid
C16219	3-Oxostearoyl-[acp]
C16220	(R)-3-Hydroxyoctadecanoyl-[acp]
C16221	(2E)-Octadecenoyl-[acp]
C16520	Hexadecenoyl-[acyl-carrier protein]
C20794	n-7 Unsaturated acyl-[acyl-carrier protein]
C00040	Acyl-CoA
C00136	Butanoyl-CoA
C00162	Fatty acid
C00264	3-Oxoacyl-CoA
C00605	2,3-Dehydroacyl-CoA
C00638	Long-chain fatty acid
C00640	(3S)-3-Hydroxyacyl-CoA
C00658	trans-2,3-Dehydroacyl-CoA
C01832	Lauroyl-CoA
C01944	Octanoyl-CoA
C02593	Tetradecanoyl-CoA
C02843	Long-chain acyl-CoA
C03221	2-trans-Dodecenoyl-CoA
C05258	(S)-3-Hydroxyhexadecanoyl-CoA
C05259	3-Oxopalmitoyl-CoA
C05260	(S)-3-Hydroxytetradecanoyl-CoA
C05261	3-Oxotetradecanoyl-CoA
C05262	(S)-3-Hydroxydodecanoyl-CoA
C05263	3-Oxododecanoyl-CoA
C05264	(S)-Hydroxydecanoyl-CoA
C05265	3-Oxodecanoyl-CoA
C05266	(S)-3-Hydroxyoctanoyl-CoA
C05267	3-Oxooctanoyl-CoA
C05268	(S)-Hydroxyhexanoyl-CoA
C05269	3-Oxohexanoyl-CoA
C05270	Hexanoyl-CoA
C05271	trans-Hex-2-enoyl-CoA
C05272	trans-Hexadec-2-enoyl-CoA
C05273	trans-Tetradec-2-enoyl-CoA
C05274	Decanoyl-CoA
C05275	trans-Dec-2-enoyl-CoA
C05276	trans-Oct-2-enoyl-CoA
C20876	Very-long-chain acyl-CoA
C20877	Very-long-chain 3-oxoacyl-CoA
C20878	Very-long-chain (3R)-3-hydroxyacyl-CoA
C20879	Very-long-chain trans-2,3-dehydroacyl-CoA
C00010	CoA
C00071	Aldehyde
C00226	Primary alcohol
C00332	Acetoacetyl-CoA
C00340	Reduced rubredoxin
C00435	Oxidized rubredoxin
C00489	Glutarate
C00517	Hexadecanal
C00527	Glutaryl-CoA
C00823	1-Hexadecanol
C00877	Crotonoyl-CoA
C01144	(S)-3-Hydroxybutanoyl-CoA
C01371	Alkane
C02990	L-Palmitoylcarnitine
C03547	omega-Hydroxy fatty acid
C03561	(R)-3-Hydroxybutanoyl-CoA
C05102	alpha-Hydroxy fatty acid
C05279	trans,cis-Lauro-2,6-dienoyl-CoA
C05280	cis,cis-3,6-Dodecadienoyl-CoA
C20683	Long-chain acyl-[acyl-carrier protein]
C00164	Acetoacetate
C00207	Acetone
C00356	(S)-3-Hydroxy-3-methylglutaryl-CoA
C01089	(R)-3-Hydroxybutanoate
C00187	Cholesterol
C00448	trans,trans-Farnesyl diphosphate
C00751	Squalene
C01054	(S)-2,3-Epoxysqualene
C01164	7-Dehydrocholesterol
C01189	Lathosterol
C01561	Calcidiol
C01673	Calcitriol
C01694	Ergosterol
C01724	Lanosterol
C01753	beta-Sitosterol
C01789	Campesterol
C01802	Desmosterol
C01902	Cycloartenol
C01943	Obtusifoliol
C02141	Cycloeucalenol
C02530	Cholesterol ester
C03428	Presqualene diphosphate
C03845	5alpha-Cholest-8-en-3beta-ol
C04525	Fecosterol
C05103	4alpha-Methylzymosterol
C05107	7-Dehydrodesmosterol
C05108	14-Demethyllanosterol
C05109	24,25-Dihydrolanosterol
C05437	Zymosterol
C05439	5alpha-Cholesta-7,24-dien-3beta-ol
C05440	Ergosta-5,7,22,24(28)-tetraen-3beta-ol
C05441	Vitamin D2
C05442	Stigmasterol
C05443	Vitamin D3
C07712	Secalciferol
C08813	Brassicasterol
C08821	Isofucosterol
C08830	24-Methylenecycloartanol
C11455	4,4-Dimethyl-5alpha-cholesta-8,14,24-trien-3beta-ol
C11508	4alpha-Methyl-5alpha-ergosta-8,14,24(28)-trien-3beta-ol
C11522	24-Methylenelophenol
C11523	24-Ethylidenelophenol
C15776	4alpha-Methylfecosterol
C15777	Episterol
C15778	5,7,24(28)-Ergostatrienol
C15780	5-Dehydroepisterol
C15781	24-Methylenecholesterol
C15782	Delta7-Avenasterol
C15783	5-Dehydroavenasterol
C15808	4alpha-Methylzymosterol-4-carboxylate
C15816	3-Keto-4-methylzymosterol
C15915	4,4-Dimethyl-5alpha-cholesta-8-en-3beta-ol
C18231	Calcitetrol
C21106	24-epi-Campesterol
C00037	Glycine
C00245	Taurine
C00695	Cholic acid
C01301	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-al
C01794	Choloyl-CoA
C01921	Glycocholate
C02528	Chenodeoxycholate
C03594	7alpha-Hydroxycholesterol
C04554	3alpha,7alpha-Dihydroxy-5beta-cholestanate
C04722	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestanoate
C05122	Taurocholate
C05337	Chenodeoxycholoyl-CoA
C05444	3alpha,7alpha,26-Trihydroxy-5beta-cholestane
C05445	3alpha,7alpha-Dihydroxy-5beta-cholestan-26-al
C05446	3alpha,7alpha,12alpha,26-Tetrahydroxy-5beta-cholestane
C05447	3alpha,7alpha-Dihydroxy-5beta-cholest-24-enoyl-CoA
C05448	3alpha,7alpha,24-Trihydroxy-5beta-cholestanoyl-CoA
C05449	3alpha,7alpha-Dihydroxy-5beta-24-oxocholestanoyl-CoA
C05450	3alpha,7alpha,12alpha,24-Tetrahydroxy-5beta-cholestanoyl-CoA
C05451	7alpha-Hydroxy-5beta-cholestan-3-one
C05452	3alpha,7alpha-Dihydroxy-5beta-cholestane
C05453	7alpha,12alpha-Dihydroxy-5beta-cholestan-3-one
C05454	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestane
C05455	7alpha-Hydroxycholest-4-en-3-one
C05460	3alpha,7alpha,12alpha-Trihydroxy-5beta-cholest-24-enoyl-CoA
C05465	Taurochenodeoxycholate
C05466	Glycochenodeoxycholate
C05467	3alpha,7alpha,12alpha-Trihydroxy-5beta-24-oxocholestanoyl-CoA
C05468	5beta-Cyprinolsulfate
C06341	7alpha,27-Dihydroxycholesterol
C13550	Cerebrosterol
C15518	(24S)-Cholest-5-ene-3beta,7alpha,24-triol
C15519	25-Hydroxycholesterol
C15520	Cholest-5-ene-3beta,7alpha,25-triol
C15610	Cholest-5-ene-3beta,26-diol
C15613	(25R)-3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-oyl-CoA
C17331	7alpha,24-Dihydroxy-4-cholesten-3-one
C17332	7alpha,25-Dihydroxy-4-cholesten-3-one
C17333	3beta-Hydroxy-5-cholestenoate
C17335	3beta,7alpha-Dihydroxy-5-cholestenoate
C17336	7alpha,26-Dihydroxy-4-cholesten-3-one
C17337	7alpha-Hydroxy-3-oxo-4-cholestenoate
C17339	4-Cholesten-7alpha,12alpha-diol-3-one
C17343	(25S)-3alpha,7alpha,12alpha-Trihydroxy-5beta-cholestan-26-oyl-CoA
C17345	(25R)-3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA
C17346	(25S)-3alpha,7alpha-Dihydroxy-5beta-cholestanoyl-CoA
C00082	L-Tyrosine
C00156	4-Hydroxybenzoate
C00223	p-Coumaroyl-CoA
C00251	Chorismate
C00341	Geranyl diphosphate
C00353	Geranylgeranyl diphosphate
C00399	Ubiquinone
C00423	trans-Cinnamate
C00544	Homogentisate
C00811	4-Coumarate
C00828	Menaquinone
C00885	Isochorismate
C01179	3-(4-Hydroxyphenyl)pyruvate
C01230	all-trans-Hexaprenyl diphosphate
C01967	Ubiquinone-9
C02059	Phylloquinone
C02477	alpha-Tocopherol
C02483	gamma-Tocopherol
C02730	2-Succinylbenzoate
C02949	4-Hydroxybenzoyl-CoA
C03160	2-Succinylbenzoyl-CoA
C03313	Phylloquinol
C03657	1,4-Dihydroxy-2-naphthoate
C03672	3-(4-Hydroxyphenyl)lactate
C03885	3-Nonaprenyl-4-hydroxybenzoate
C03993	4-(beta-D-Glucosyloxy)benzoate
C04145	all-trans-Nonaprenyl diphosphate
C04146	all-trans-Octaprenyl diphosphate
C05200	3-Hexaprenyl-4,5-dihydroxybenzoate
C05313	3-Hexaprenyl-4-hydroxy-5-methoxybenzoate
C05427	Phytyl diphosphate
C05802	2-Hexaprenyl-6-methoxyphenol
C05803	2-Hexaprenyl-6-methoxy-1,4-benzoquinone
C05804	2-Hexaprenyl-3-methyl-6-methoxy-1,4-benzoquinone
C05805	2-Hexaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone
C05807	2-Polyprenylphenol
C05809	3-Octaprenyl-4-hydroxybenzoate
C05810	2-Octaprenylphenol
C05811	2-Octaprenyl-6-hydroxyphenol
C05812	2-Octaprenyl-6-methoxyphenol
C05813	2-Octaprenyl-6-methoxy-1,4-benzoquinone
C05814	2-Octaprenyl-3-methyl-6-methoxy-1,4-benzoquinone
C05815	2-Octaprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone
C05817	(1R,6R)-6-Hydroxy-2-succinylcyclohexa-2,4-diene-1-carboxylate
C05818	2-Demethylmenaquinone
C05819	Menaquinol
C05847	all-trans-Polyprenyl diphosphate
C05848	4-Hydroxy-3-polyprenylbenzoate
C05849	Vitamin K1 epoxide
C06986	Spirodilactone
C10793	Geranylhydroquinone
C13309	2-Phytyl-1,4-naphthoquinone
C13425	3-Hexaprenyl-4-hydroxybenzoate
C14151	delta-Tocopherol
C14152	beta-Tocopherol
C14153	alpha-Tocotrienol
C14154	beta-Tocotrienol
C14155	gamma-Tocotrienol
C14156	delta-Tocotrienol
C15547	1,4-Dihydroxy-2-naphthoyl-CoA
C15882	2-Methyl-6-phytylquinol
C15883	2,3-Dimethyl-5-phytylquinol
C16519	2-Succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate
C16695	Plastoquinol-9
C16999	Futalosine
C17010	Dehypoxanthine futalosine
C17017	Cyclic dehypoxanthine futalosine
C17018	1,4-Dihydroxy-6-naphthoate
C17412	Shikonin
C17432	all-trans-Decaprenyl diphosphate
C17551	2-Polyprenyl-6-hydroxyphenol
C17552	2-Polyprenyl-6-methoxyphenol
C17554	3-Polyprenyl-4,5-dihydroxybenzoate
C17559	3-Polyprenyl-4-hydroxy-5-methoxybenzoate
C17560	2-Polyprenyl-6-methoxy-1,4-benzoquinone
C17561	2-Polyprenyl-3-methyl-6-methoxy-1,4-benzoquinone
C17562	2-Polyprenyl-3-methyl-5-hydroxy-6-methoxy-1,4-benzoquinone
C17568	Ubiquinone-6
C17569	Ubiquinone-8
C17570	2-Methyl-6-solanyl-1,4-benzoquinol
C18131	Geranyl-hydroxybenzoate
C18132	3''-Hydroxy-geranylhydroquinone
C18133	Deoxyshikonin
C18134	Dihydroechinofuran
C18135	Dihydroshikonofuran
C20265	2,3-Epoxymenaquinone
C20737	6-Geranylgeranyl-2-methylbenzene-1,4-diol
C20738	6-Geranylgeranyl-2,3-dimethylbenzene-1,4-diol
C20772	3-[(1-Carboxyvinyl)oxy]benzoate
C20773	6-Amino-6-deoxyfutalosine
C00280	Androstenedione
C00410	Progesterone
C00468	Estrone
C00523	Androsterone
C00535	Testosterone
C00674	5alpha-Androstane-3,17-dione
C00735	Cortisol
C00762	Cortisone
C00951	Estradiol-17beta
C01124	18-Hydroxycorticosterone
C01176	17alpha-Hydroxyprogesterone
C01227	Dehydroepiandrosterone
C01780	Aldosterone
C01953	Pregnenolone
C02140	Corticosterone
C02373	4-Methylpentanal
C02537	Estradiol-17alpha
C02538	Estrone 3-sulfate
C03205	11-Deoxycorticosterone
C03681	5alpha-Pregnane-3,20-dione
C03747	11alpha-Hydroxyprogesterone
C03772	5beta-Androstane-3,17-dione
C03852	Androstan-3alpha,17beta-diol
C03917	Dihydrotestosterone
C03935	6beta-Hydroxy-17beta-estradiol
C04042	20alpha-Hydroxy-4-pregnen-3-one
C04295	Androstenediol
C04373	Etiocholanolone
C04518	17alpha,20alpha-Dihydroxypregn-4-en-3-one
C04555	Dehydroepiandrosterone sulfate
C04676	Testololactone
C05138	17alpha-Hydroxypregnenolone
C05139	16alpha-Hydroxydehydroepiandrosterone
C05140	16alpha-Hydroxyandrost-4-ene-3,17-dione
C05141	Estriol
C05284	11beta-Hydroxyandrost-4-ene-3,17-dione
C05285	Adrenosterone
C05290	19-Hydroxyandrost-4-ene-3,17-dione
C05291	7alpha-Hydroxytestosterone
C05293	5beta-Dihydrotestosterone
C05294	19-Hydroxytestosterone
C05295	19-Oxotestosterone
C05296	7alpha-Hydroxyandrost-4-ene-3,17-dione
C05297	19-Oxoandrost-4-ene-3,17-dione
C05298	2-Hydroxyestrone
C05299	2-Methoxyestrone
C05300	16alpha-Hydroxyestrone
C05301	2-Hydroxyestradiol
C05302	2-Methoxy-17beta-estradiol
C05469	17alpha,21-Dihydroxy-5beta-pregnane-3,11,20-trione
C05470	Tetrahydrocortisone
C05471	11beta,17alpha,21-Trihydroxy-5beta-pregnane-3,20-dione
C05472	Urocortisol
C05473	11beta,21-Dihydroxy-3,20-oxo-5beta-pregnan-18-al
C05474	3alpha,11beta,21-Trihydroxy-20-oxo-5beta-pregnan-18-al
C05475	11beta,21-Dihydroxy-5beta-pregnane-3,20-dione
C05476	Tetrahydrocorticosterone
C05477	21-Hydroxy-5beta-pregnane-3,11,20-trione
C05478	3alpha,21-Dihydroxy-5beta-pregnane-11,20-dione
C05479	5beta-Pregnane-3,20-dione
C05480	Pregnanolone
C05481	Cortolone
C05482	Cortol
C05483	3alpha,20alpha,21-Trihydroxy-5beta-pregnan-11-one
C05484	Pregnanediol
C05485	21-Hydroxypregnenolone
C05487	17alpha,21-Dihydroxypregnenolone
C05488	11-Deoxycortisol
C05489	11beta,17alpha,21-Trihydroxypregnenolone
C05490	11-Dehydrocorticosterone
C05497	21-Deoxycortisol
C05498	11beta-Hydroxyprogesterone
C05499	17alpha,20alpha-Dihydroxycholesterol
C05500	20alpha-Hydroxycholesterol
C05501	20alpha,22beta-Dihydroxycholesterol
C05502	22(R)-Hydroxycholesterol
C05503	Estradiol-17beta 3-glucuronide
C05504	16-Glucuronide-estriol
C08357	Estradiol-17beta 3-sulfate
C08358	2-Methoxyestrone 3-sulfate
C08359	2-Methoxyestradiol-17beta 3-sulfate
C11131	2-Methoxy-estradiol-17beta 3-glucuronide
C11132	2-Methoxyestrone 3-glucuronide
C11133	Estrone glucuronide
C11134	Testosterone glucuronide
C11135	Androsterone glucuronide
C11136	Etiocholan-3alpha-ol-17-one 3-glucuronide
C13712	Allopregnanolone
C13713	Allotetrahydrodeoxycorticosterone
C18038	7alpha-Hydroxypregnenolone
C18039	Aldosterone hemiacetal
C18040	5alpha-Dihydrodeoxycorticosterone
C18041	5alpha-Pregnan-20alpha-ol-3-one
C18042	5alpha-Pregnane-3alpha,20alpha-diol
C18043	Cholesterol sulfate
C18044	3beta-Hydroxypregn-5-en-20-one sulfate
C18045	7alpha-Hydroxydehydroepiandrosterone
C18075	11beta,17beta-Dihydroxy-4-androsten-3-one
C00001	H2O
C00002	ATP
C00003	NAD+
C00004	NADH
C00007	Oxygen
C00008	ADP
C00009	Orthophosphate
C00013	Diphosphate
C00061	FMN
C00080	H+
C00390	Ubiquinol
C00524	Cytochrome c
C00536	Triphosphate
C00011	CO2
C00014	Ammonia
C00025	L-Glutamate
C00049	L-Aspartate
C00062	L-Arginine
C00064	L-Glutamine
C00077	L-Ornithine
C00086	Urea
C00169	Carbamoyl phosphate
C00327	L-Citrulline
C00437	N-Acetylornithine
C00624	N-Acetyl-L-glutamate
C01010	Urea-1-carboxylate
C01250	N-Acetyl-L-glutamate 5-semialdehyde
C03406	N-(L-Arginino)succinate
C04133	N-Acetyl-L-glutamate 5-phosphate
C15532	N-Acetyl-L-citrulline
C20948	LysW-L-glutamate
C20949	LysW-L-glutamyl 5-phosphate
C20950	LysW-L-glutamate 5-semialdehyde
C20951	LysW-L-ornithine
C00020	AMP
C00035	GDP
C00039	DNA
C00044	GTP
C00046	RNA
C00048	Glyoxylate
C00053	3'-Phosphoadenylyl sulfate
C00054	Adenosine 3',5'-bisphosphate
C00059	Sulfate
C00081	ITP
C00104	IDP
C00130	IMP
C00131	dATP
C00144	GMP
C00147	Adenine
C00206	dADP
C00209	Oxalate
C00212	Adenosine
C00224	Adenylyl sulfate
C00242	Guanine
C00262	Hypoxanthine
C00286	dGTP
C00294	Inosine
C00301	ADP-ribose
C00330	Deoxyguanosine
C00360	dAMP
C00361	dGDP
C00362	dGMP
C00366	Urate
C00385	Xanthine
C00387	Guanosine
C00499	Allantoate
C00559	Deoxyadenosine
C00575	3',5'-Cyclic AMP
C00603	(S)-Ureidoglycolate
C00655	Xanthosine 5'-phosphate
C00700	XTP
C00802	Oxalureate
C00942	3',5'-Cyclic GMP
C01228	Guanosine 3',5'-bis(diphosphate)
C01260	P1,P4-Bis(5'-adenosyl)tetraphosphate
C01261	P1,P4-Bis(5'-guanosyl) tetraphosphate
C01344	dIDP
C01345	dITP
C01367	3'-AMP
C01444	Oxamate
C01762	Xanthosine
C02091	(S)-Ureidoglycine
C02348	(R)(-)-Allantoin
C02350	(S)-Allantoin
C02353	2',3'-Cyclic AMP
C02718	N-Formiminoglycine
C03090	5-Phosphoribosylamine
C03373	Aminoimidazole ribotide
C03483	Adenosine tetraphosphate
C03614	Inosine 5'-tetraphosphate
C03794	N6-(1,2-Dicarboxyethyl)-AMP
C03838	5'-Phosphoribosylglycinamide
C04051	5-Amino-4-imidazolecarboxyamide
C04376	5'-Phosphoribosyl-N-formylglycinamide
C04392	P1,P4-Bis(5'-xanthosyl) tetraphosphate
C04494	Guanosine 3'-diphosphate 5'-triphosphate
C04640	2-(Formamido)-N1-(5'-phosphoribosyl)acetamidine
C04677	1-(5'-Phosphoribosyl)-5-amino-4-imidazolecarboxamide
C04734	1-(5'-Phosphoribosyl)-5-formamido-4-imidazolecarboxamide
C04751	1-(5-Phospho-D-ribosyl)-5-amino-4-imidazolecarboxylate
C04823	1-(5'-Phosphoribosyl)-5-amino-4-(N-succinocarboxamide)-imidazole
C05239	5-Aminoimidazole
C05512	Deoxyinosine
C05513	Urate-3-ribonucleoside
C05515	5-Ureido-4-imidazole carboxylate
C05516	5-Amino-4-imidazole carboxylate
