,id,name,category,proteins,p_value,fdr_rate
79,GO:0010922,Positive regulation of phosphatase activity,Biological Process (Gene Ontology),"['10090.ENSMUSP00000069257', '10090.ENSMUSP00000132547', '10090.ENSMUSP00000024739', '10090.ENSMUSP00000020608']",0.004819345500057893,0.04264944949894791
80,GO:0009126,Purine nucleoside monophosphate metabolic process,Biological Process (Gene Ontology),"['10090.ENSMUSP00000030583', '10090.ENSMUSP00000006764', '10090.ENSMUSP00000023684', '10090.ENSMUSP00000027384']",0.004819345500057893,0.04264944949894791
81,GO:0050931,Pigment cell differentiation,Biological Process (Gene Ontology),"['10090.ENSMUSP00000007012', '10090.ENSMUSP00000132547', '10090.ENSMUSP00000100862', '10090.ENSMUSP00000003117']",0.004819345500057893,0.04264944949894791
82,GO:1903421,Regulation of synaptic vesicle recycling,Biological Process (Gene Ontology),"['10090.ENSMUSP00000007803', '10090.ENSMUSP00000111415', '10090.ENSMUSP00000113308', '10090.ENSMUSP00000032629']",0.004819345500057893,0.04264944949894791
83,GO:0051984,Positive regulation of chromosome segregation,Biological Process (Gene Ontology),"['10090.ENSMUSP00000072732', '10090.ENSMUSP00000022927', '10090.ENSMUSP00000097714', '10090.ENSMUSP00000059385']",0.004819345500057893,0.04264944949894791
84,GO:0001909,Leukocyte mediated cytotoxicity,Biological Process (Gene Ontology),"['10090.ENSMUSP00000016094', '10090.ENSMUSP00000029748', '10090.ENSMUSP00000032779', '10090.ENSMUSP00000129124']",0.004819345500057893,0.04264944949894791
85,GO:0060541,Respiratory system development,Biological Process (Gene Ontology),"['10090.ENSMUSP00000010753', '10090.ENSMUSP00000020846', '10090.ENSMUSP00000140112', '10090.ENSMUSP00000028288', '10090.ENSMUSP00000025944', '10090.ENSMUSP00000083928', '10090.ENSMUSP00000031613', '10090.ENSMUSP00000004097', '10090.ENSMUSP00000107033', '10090.ENSMUSP00000075463', '10090.ENSMUSP00000135181', '10090.ENSMUSP00000022196']",0.004813709725644805,0.04264944949894791
86,GO:0046634,Regulation of alpha-beta t cell activation,Biological Process (Gene Ontology),"['10090.ENSMUSP00000026999', '10090.ENSMUSP00000023673', '10090.ENSMUSP00000018798', '10090.ENSMUSP00000035400', '10090.ENSMUSP00000004829', '10090.ENSMUSP00000033004', '10090.ENSMUSP00000022196']",0.004706634712229759,0.0419003171250804
87,GO:0005681,Spliceosomal complex,Cellular Component (Gene Ontology),"['10090.ENSMUSP00000103028', '10090.ENSMUSP00000019803', '10090.ENSMUSP00000002198', '10090.ENSMUSP00000015800', '10090.ENSMUSP00000008477', '10090.ENSMUSP00000027438', '10090.ENSMUSP00000001809', '10090.ENSMUSP00000030734', '10090.ENSMUSP00000112213', '10090.ENSMUSP00000134178']",0.004662036168876881,0.041518575608605085
88,GO:0016234,Inclusion body,Cellular Component (Gene Ontology),"['10090.ENSMUSP00000131029', '10090.ENSMUSP00000098786', '10090.ENSMUSP00000024739', '10090.ENSMUSP00000117616', '10090.ENSMUSP00000101105', '10090.ENSMUSP00000030693']",0.00462829066042421,0.04123324189548587
