id	name
D09779	Emiglitate (JAN/INN)
D11744	Avalglucosidase alfa (USAN/INN)
D11798	Cipaglucosidase alfa (USAN)
D11828	Clervonafusp alfa (USAN/INN)
D04537	Ingliforib (USAN/INN)
D11925	Lumasiran (USAN/INN)
D11926	Lumasiran sodium
D11158	Leniolisib (USAN/INN)
D11159	Leniolisib phosphate (USAN)
D11319	Fimepinostat (USAN/INN)
D11322	Umbralisib (USAN/INN)
D11323	Umbralisib tosylate (USAN)
D07917	Esomeprazole (INN)
D07130	Carglumic acid (JAN/USAN/INN)
D01202	Melinamide (JAN)
D03012	Avasimibe (USAN/INN)
D03025	Azalanstat dihydrochloride (USAN)
D03447	Cetaben sodium (USAN)
D03734	Eldacimibe (USAN/INN)
D03735	Lecimibide (USAN)
D06609	Lapaquistat acetate (JAN/USAN)
D00152	Phloroglucinol (JAN)
D00153	Testolactone (USP/INN)
D00156	Glycyrrhetinic acid (JAN)
D00321	Finasteride (JAN/USP/INN)
D00351	Ketoconazole (JP18/USP)
D00410	Metyrapone (JP18/USP/INN)
D00420	Mitotane (JAN/USP/INN)
D00574	Aminoglutethimide (USP/INN)
D00960	Anastrozole (JP18/USP/INN)
D00963	Exemestane (JAN/USP/INN)
D00964	Letrozole (JAN/USP/INN)
D01134	Epristeride (JAN/USAN/INN)
D01180	Trilostane (JAN/USAN)
D01259	Flopropione (JP18/INN)
D01899	Carbenoxolone sodium (JAN/USAN)
D02028	Diammonium glycyrrhizinate (JAN)
D02264	Dipotassium glycyrrhizinate (JAN)
D02451	Fadrozole hydrochloride (USAN)
D03107	Bexlosteride (USAN/INN)
D03749	Plomestane (USAN/INN)
D03778	Fadrozole hydrochloride hydrate (JAN)
D03781	Liarozole fumarate (USAN)
D03784	Liarozole hydrochloride (USAN)
D03786	Vorozole (USAN/INN)
D03820	Dutasteride (JAN/USP/INN)
D04035	Epostane (USAN/INN)
D04498	Idronoxil (USAN/INN)
D04646	Izonsteride (USAN/INN)
D04987	Monoammonium glycyrrhizinate (JAN)
D05019	Metyrapone tartrate (USAN)
D05746	Rogletimide (USAN/INN)
D07121	Alfatradiol (INN)
D07260	Formestane (INN)
D07615	Carbenoxolone (INN)
D07940	Fadrozole (INN)
D08369	Polyphloroglucinol phosphate
D09701	Abiraterone acetate (JAN/USP)
D09915	Irosustat (USAN/INN)
D10125	Galeterone (USAN)
D10146	Orteronel (JAN/USAN)
D10950	Levoketoconazole (USAN/INN)
D11061	Osilodrostat (USAN/INN)
D11062	Osilodrostat phosphate (JAN/USAN)
D02047	Dextran sulfate sodium (JAN)
D03343	Dextran sulfate sodium sulfur 5 (JP18)
D03747	Ibrolipim (USAN/INN)
D04028	Orlistat (JAN/USP/INN)
D04268	Elastase ES
D05255	Omega-3-acid ethyl esters (USP)
D09208	Cetilistat (JAN/USAN/INN)
D10657	Pradigastat sodium (USAN)
D10664	Pradigastat (USAN)
D00469	Pralidoxime chloride (USP)
D00487	Pyridostigmine bromide (JP18/USP/INN)
D00670	Donepezil hydrochloride (JP18/USP)
D00995	Neostigmine bromide (JAN/USP/INN)
D00998	Neostigmine methylsulfate (JP18/USP)
D01001	Ambenonium chloride (JP18/INN)
D01228	Distigmine bromide (JP18/INN)
D01572	Pralidoxime iodide (JAN/USAN)
D02068	Tacrine hydrochloride (USP)
D02173	Galantamine hydrobromide (JAN/USP)
D02558	Rivastigmine tartrate
D02565	Dimetacrine (INN)
D03822	Rivastigmine (JAN/USP/INN)
D04292	Galantamine (USAN/INN)
D05590	Pralidoxime mesylate (USAN)
D07869	Donepezil (JAN/INN)
D08261	Neostigmine (BAN)
D08555	Tacrine (INN)
D09750	Ipidacrine hydrochloride hydrate (JAN)
D12318	Buntanetap (USAN)
D12319	Buntanetap tartrate (USAN)
D03650	Darapladib (JAN/USAN)
D04368	Goxalapladib (USAN)
D05728	Rilapladib (USAN)
D08107	Varespladib (USAN/INN)
D08221	Varespladib methyl (USAN)
D11844	Ziritaxestat (USAN/INN)
D02784	Agalsidase alfa (USAN/INN)
D03228	Agalsidase beta (INN)
D05031	Migalastat hydrochloride (JAN/USAN)
D05032	Miglustat (JAN/USAN/INN)
D09893	Eliglustat (USAN/INN)
D09894	Eliglustat tartrate (JAN/USAN)
D10820	Olipudase alfa (USAN/INN)
D11439	Lucerastat (JAN/USAN/INN)
D11633	Venglustat (USAN/INN)
D11685	Pegunigalsidase alfa (USAN/INN)
D12462	Cebsulfase alfa (USAN/INN)
D00109	Aspirin (JP18/USP)
D00118	Naproxen (JP18/USP/INN)
D00120	Sulindac (JP18/USP/INN)
D00126	Ibuprofen (JP18/USP/INN)
D00127	Piroxicam (JP18/USP/INN)
D00130	Diflunisal (JAN/USP/INN)
D00132	Ketoprofen (JP18/USP/INN)
D00141	Indomethacin (USP)
D00151	Mefenamic acid (JP18/USP/INN)
D00158	Tolmetin sodium (JAN/USP)
D00169	Meclofenamate sodium (USP)
D00217	Acetaminophen (JP18/USP)
D00315	Etodolac (JP18/USP/INN)
D00330	Flurbiprofen (JP18/USP/INN)
D00414	Zileuton (USP/INN)
D00425	Nabumetone (JP18/USP/INN)
D00428	Salsalate (USP/INN)
D00463	Oxaprozin (JP18/USP/INN)
D00510	Phenylbutazone (JP18/USP/INN)
D00566	Sodium salicylate (JP18/USP)
D00567	Celecoxib (JP18/USP/INN)
D00568	Rofecoxib (JAN/USAN/INN)
D00810	Choline salicylate (JAN/USAN/INN)
D00813	Ketorolac tromethamine (USP)
D00827	Magnesium salicylate (USP)
D00903	Diclofenac potassium (USP)
D00904	Diclofenac sodium (JP18/USP)
D00968	Fenoprofen calcium (JAN/USP)
D00969	Meloxicam (JAN/USP/INN)
D00970	Naproxen sodium (USP)
D01049	Nimesulide (JAN/INN)
D01122	Ibuprofen piconol (JP18/USAN)
D01183	Tolfenamic acid (JAN/INN)
D01252	Alclofenac (JAN/USP/INN)
D01271	Bufexamac (JAN/INN)
D01325	Tiaprofenic acid (JAN/INN)
D01344	Fenbufen (JP18/USAN/INN)
D01397	Ampiroxicam (JP18/INN)
D01410	Benzydamine hydrochloride (JAN/USAN)
D01475	Flurbiprofen axetil (JAN)
D01513	Alminoprofen (JP18/INN)
D01527	Epidihydrocholesterin (JAN)
D01545	Aceclofenac (JAN/INN)
D01547	Zaltoprofen (JP18/INN)
D01557	Glycol salicylate (JAN)
D01565	Indometacin farnesil (JAN)
D01578	Pranoprofen (JP18/INN)
D01581	Flufenamic acid (JAN/USAN/INN)
D01582	Acemetacin (JP18/INN)
D01675	Felbinac (JP18/USAN/INN)
D01683	Ozagrel hydrochloride hydrate (JAN)
D01684	Ozagrel sodium (JP18)
D01709	Loxoprofen sodium hydrate (JP18)
D01718	Mofezolac (JAN/INN)
D01765	Proglumetacin maleate (JAN)
D01767	Tenoxicam (JAN/USAN/INN)
D01773	Oxatomide (JAN/USAN/INN)
D01788	Amfenac sodium (USAN)
D01811	Salicylamide (JAN/USP/INN)
D01823	Ufenamate (JAN/INN)
D01841	Felbinac ethyl (JAN)
D01866	Lornoxicam (JAN/USAN/INN)
D01974	Tilmacoxib (JAN/USAN/INN)
D02110	Indomethacin sodium (USP)
D02290	Flurbiprofen sodium (USP)
D02341	Meclofenamic acid (USAN/INN)
D02350	Fenoprofen (USAN/INN)
D02355	Tolmetin (USAN/INN)
D02709	Valdecoxib (USAN/INN)
D02755	Acivicin (USAN/INN)
D03010	Atreleuton (USAN/INN)
D03080	Benoxaprofen (USAN/INN)
D03163	Bromfenac sodium (USAN)
D03254	Flufenamate aluminum (JAN)
D03652	Darbufelone mesylate (USAN)
D03661	Dazmegrel (USAN/INN)
D03663	Dazoxiben hydrochloride (USAN)
D03689	Deracoxib (USAN)
D03710	Etoricoxib (USAN/INN)
D03712	Firocoxib (USAN/INN)
D03714	Lumiracoxib (USAN/INN)
D03715	Dexibuprofen (USAN/INN)
D03716	Parecoxib (USAN/INN)
D03717	Parecoxib sodium (USAN)
D03718	Dexibuprofen lysine (USAN)
D03882	Docebenone (USAN/INN)
D03938	Ecopladib (USAN/INN)
D03990	Enazadrem phosphate (USAN)
D04102	Etofenamate (USAN/INN)
D04151	Fenleuton (USAN/INN)
D04276	Furegrelate sodium (USAN)
D04490	Ibuprofen aluminum (USAN)
D04770	Lonapalene (USAN)
D04863	Mavacoxib (USAN)
D05143	Nepafenac (JAN/USAN/INN)
D05181	Aspirin aluminum (JP18)
D05275	Orpanoxin (USAN/INN)
D05319	Oxyphenbutazone hydrate
D05451	Phenbutazone sodium glycerate (USAN)
D05498	Piriprost (USAN/INN)
D05499	Piriprost potassium (USAN)
D05502	Pirmagrel (USAN/INN)
D05511	Piroxicam betadex (USAN)
D05512	Piroxicam cinnamate (USAN)
D05513	Piroxicam olamine (USAN)
D05598	Pravadoline maleate (USAN)
D05727	Ridogrel (USAN/INN)
D05791	Salicylate meglumine (USAN)
D06017	Tebufelone (USAN/INN)
D06072	Tenidap (USAN/INN)
D06073	Tenidap sodium (USAN)
D06075	Tepoxalin (USAN/INN)
D06364	Zidometacin (USAN/INN)
D06600	Giripladib (USAN)
D06606	Ibuprofen lysine (USAN)
D06674	Efipladib (USAN)
D07141	Indobufen (INN)
D07142	Triflusal (INN)
D07267	Droxicam (INN)
D07268	Ibuproxam (INN)
D07269	Dexketoprofen (INN)
D07294	Propacetamol (INN)
D07421	Aloxiprin (INN)
D07443	Amfenac (INN)
D07453	Amtolmetin guacil (INN)
D07516	Benzydamine (INN)
D07517	Benzydamine salicylate
D07541	Bromfenac (INN)
D07579	Aspirin calcium salt
D07580	Aspirin DL-lysine (JAN)
D07581	Aspirin magnesium salt
D07582	Aspirin sodium
D07816	Diclofenac (USAN/INN)
D07817	Diclofenac diethylamine
D07818	Diclofenac epolamine
D07819	Diclofenac calcium
D07888	Eltenac (INN)
D08058	Ibuprofen arginine salt
D08059	Ibuprofen sodium
D08102	Ketoprofen lysine
D08103	Ketoprofen sodium
D08104	Ketorolac (INN)
D08149	Loxoprofen (INN)
D08162	Meclofenamate sodium
D08275	Niflumic acid (INN)
D08324	Oxyphenbutazone (INN)
D08327	Ozagrel (INN)
D08363	Phenylbutazone calcium
D08364	Phenylbutazone sodium
D08374	Piketoprofen (INN)
D08375	Piketoprofen hydrochloride
D08427	Proglumetacin (INN)
D08434	Propacetamol hydrochloride
D08501	Trolamine salicylate (USP)
D08657	Apricoxib (USAN/INN)
D09568	Naproxcinod (USAN/INN)
D09667	Setileuton (USAN/INN)
D09760	Ibuprofen sodium (USAN)
D10017	Naproxen etemesil (USAN)
D10254	Esflurbiprofen (JAN)
D10656	Polmacoxib (USAN/INN)
D12510	Utreloxastat (USAN/INN)
D12595	Aspirin trelamine (USAN)
D12596	Aspirin trelamine hydrochloride (USAN)
D12597	Ibuprofen trelamine (USAN)
D12598	Ibuprofen trelamine hydrochloride (USAN)
D00155	Pentostatin (JAN/USAN/INN)
D00161	Mercaptopurine (USP)
D00224	Allopurinol (JP18/USP/INN)
D00231	Inamrinone (USP)
D00341	Hydroxyurea (USP)
D00417	Milrinone (JAN/USP/INN)
D00752	Mycophenolate mofetil (JAN/USP)
D01155	Gemcitabine hydrochloride (JAN/USP)
D01206	Febuxostat (JAN/USAN/INN)
D01370	Cladribine (JAN/USP/INN)
D01896	Cilostazol (JP18/USP/INN)
D01907	Fludarabine phosphate (JAN/USP)
D02008	Tadalafil (JAN/USP/INN)
D02042	Olprinone hydrochloride hydrate (JAN)
D02084	Inamrinone ethylenelactate
D02085	Milrinone lactate
D02365	Oxypurinol (USAN)
D02368	Gemcitabine (USAN/INN)
D02896	Amflutizole (USAN/INN)
D02933	Anagrelide hydrochloride (USP)
D03378	Caracemide (USAN)
D03546	Clofarabine (JAN/USAN/INN)
D03828	Pemetrexed disodium (USAN)
D04004	Enoximone (USAN/INN)
D04245	Forodesine hydrochloride (JAN/USAN)
D04508	Imazodan hydrochloride (USAN)
D04529	Indolidan (USAN/INN)
D04628	Isomazole hydrochloride (USAN)
D04751	Lixazinone sulfate (USAN)
D04766	Lometrexol sodium (USAN)
D04931	Mercaptopurine (INN)
D04936	Merimepodib (USAN/INN)
D05094	Mycophenolate mofetil hydrochloride (USAN)
D05095	Mycophenolate sodium (USP)
D05096	Mycophenolic acid (USAN/INN)
D05396	Peldesine (USAN)
D05400	Pelitrexol (USAN/INN)
D06100	Tezacitabine (USAN)
D06109	Thioguanine (USP)
D06130	Tiazofurin (USAN)
D06503	Pemetrexed sodium hydrate (JAN)
D06596	Forodesine (USAN/INN)
D07278	Tisopurine (INN)
D07455	Anagrelide (INN/BAN)
D07472	Pemetrexed (INN)
D07564	Allopurinol sodium
D07966	Fludarabine (INN)
D08294	Olprinone (INN)
D08603	Tioguanine (INN)
D08860	Apremilast (JAN/USAN)
D09020	Tofimilast (INN/USAN)
D09621	Gisadenafil (USAN/INN)
D09622	Gisadenafil besylate (USAN)
D09786	Topiroxostat (JAN/INN)
D09822	Theosalicin (JAN)
D10222	Gemcitabine elaidate (USAN/INN)
D10255	Anagrelide hydrochloride hydrate (JAN)
D10431	Ulodesine (USAN/INN)
D10432	Ulodesine succinate (USAN)
D10596	Pemetrexed sodium hemipentahydrate (JAN)
D10963	Oleclumab (USAN/INN)
D10976	Recanaclotide (USAN/INN)
D11081	Febuxostat hydrate (JAN)
D11314	Difamilast (JAN/USAN)
D11352	Pemetrexed tromethamine (USAN)
D12203	Tovinontrine (USAN/INN)
D12373	Quemliclustat (USAN/INN)
D12401	Uliledlimab (USAN/INN)
D12516	Zagociguat (USAN/INN)
D00584	Fluorouracil (JP18/USP/INN)
D00749	Leflunomide (JAN/USP/INN)
D01064	Raltitrexed (JAN/USAN/INN)
D01223	Capecitabine (JAN/USP/INN)
D01244	Tegafur (JP18/USAN/INN)
D01309	Doxifluridine (JP18/INN)
D01784	Carmofur (JP18/INN)
D01846	Gimeracil (JAN/INN)
D03154	Brequinar sodium (USAN)
D04197	Floxuridine (USP/INN)
D04964	Metesind glucuronate (USAN)
D07974	Fluorouracil sodium salt
D10172	Teriflunomide (USAN)
D10803	Plevitrexed (INN)
D11890	Emvododstat (USAN)
D00505	Phenelzine sulfate (USP)
D00826	Tranylcypromine sulfate (USP)
D01888	Safrazine hydrochloride (JAN)
D02559	Toloxatone (INN)
D02560	Brofaromine (INN)
D02561	Moclobemide (USAN/INN)
D02563	Befloxatone (INN)
D02579	Iproniazid (INN)
D02580	Isocarboxazid (INN)
D03248	Clorgiline (INN)
D03409	Caroxazone (USAN/INN)
D07337	Nialamide (INN)
D07338	Iproclozide (INN)
D08085	Iproniazid phosphate
D08349	Phenelzine (BAN)
D08392	Pirlindole (INN)
D08393	Pirlindole hydrochloride
D08625	Tranylcypromine (INN)
D03021	Azacitidine (JAN/USAN/INN)
D03665	Decitabine (USAN/INN)
D07258	Mitoguazone (INN)
D11740	Roducitabine (USAN)
D12197	Pegtibatinase (USAN)
D11444	Tazemetostat (USAN/INN)
D11485	Tazemetostat hydrobromide (JAN/USAN)
D11551	Valemetostat (INN)
D11662	Valemetostat tosilate (JAN)
D12602	Tulmimetostat (USAN/INN)
D09018	Tilarginine acetate (USAN)
D00829	Eflornithine hydrochloride (USAN)
D04793	Lufironil (USAN/INN)
D07883	Eflornithine (INN)
D03158	Brocresine (USAN/INN)
D07405	Tritoqualine (INN)
D00762	Metyrosine (USP)
D05177	Nitisinone (JAN/USAN/INN)
D12407	Eladocagene exuparvovec (USAN/INN)
D09973	Telotristat (USAN/INN)
D09975	Telotristat etiprate (USAN)
D10640	Indoximod (USAN/INN)
D11049	Epacadostat (JAN/USAN/INN)
D11255	Navoximod (USAN/INN)
D11317	Rodatristat (USAN)
D11318	Rodatristat ethyl (USAN)
D11412	Linrodostat (USAN/INN)
D11413	Linrodostat mesylate (USAN)
D08917	Ezatiostat hydrochloride (USAN)
D11812	Pabinafusp alfa (genetical recombination) (JAN)
D11024	Velmanase alfa (USAN/INN)
D12277	Ilofotase alfa (USAN/INN)
D09678	Teglarinad chloride (USAN/INN)
D00142	Methotrexate (JP18/USP/INN)
D02115	Methotrexate sodium
D03942	Edatrexate (USAN/INN)
D05500	Piritrexim isethionate (USAN)
D05589	Pralatrexate (JAN/USAN/INN)
D05999	Talotrexin ammonium (USAN)
D06238	Trimetrexate (USAN/INN)
D06239	Trimetrexate glucuronate (USAN)
D11779	Fosdenopterin (USAN)
D11780	Fosdenopterin hydrobromide (USAN)
D09385	Talarozole (USAN/INN)
D11008	Voretigene neparvovec (USAN/INN)
D05922	Stannsoporfin (USAN/INN)
D10003	Hemin (JAN)
D11702	Givosiran (USAN/INN)
D11708	Givosiran sodium (JAN)
D00564	Warfarin sodium (USP)
D01280	Warfarin potassium (JP18)
D03798	Dicumarol (USAN)
D05457	Phenprocoumon (USAN/INN)
D07064	Acenocoumarol (INN)
D07131	Ethyl biscoumacetate (INN)
D07134	Flocoumafen (JAN)
D07135	Clorindione (INN)
D07136	Diphenadione (INN)
D07137	Tioclomarol (INN)
D07457	Anisindione (INN)
D07969	Fluindione (INN)
D08354	Phenindione (INN)
D08682	Warfarin (INN)
D09676	Tecarfarin (USAN/INN)
D09677	Tecarfarin sodium (USAN)
D00359	Lovastatin (USP/INN)
D00434	Simvastatin (JP18/USP/INN)
D00887	Atorvastatin calcium anhydorous
D00889	Cerivastatin sodium (JAN/USAN)
D00892	Fluvastatin sodium (JAN/USP)
D00893	Pravastatin sodium (JP18/USP)
D00939	Alendronate sodium (USP)
D00941	Pamidronate disodium (USP)
D00942	Risedronate sodium (USP)
D01862	Pitavastatin calcium (JAN)
D01915	Rosuvastatin calcium (JP18/USP)
D01968	Zoledronic acid (USAN)
D02258	Atorvastatin calcium (USP)
D03234	Sodium risedronate hydrate (JP18)
D03601	Crilvastatin (USAN/INN)
D03643	Dalvastatin (USAN/INN)
D03720	Tipifarnib (USAN/INN)
D03816	Tenivastatin calcium (USAN)
D04486	Ibandronate sodium (USAN)
D04768	Lonafarnib (JAN/USAN/INN)
D06378	Zoledronate disodium (USAN)
D06379	Zoledronate trisodium (USAN)
D07119	Alendronic acid (INN)
D07123	Incadronate disodium hydrate (JAN)
D07281	Pamidronic acid (INN)
D07474	Atorvastatin (INN)
D07661	Cerivastatin (INN)
D07983	Fluvastatin (INN)
D08056	Ibandronic acid (INN)
D08073	Incadronic acid (INN)
D08410	Pravastatin (INN)
D08484	Risedronic acid (INN)
D08492	Rosuvastatin (INN)
D08689	Zoledronic acid (INN)
D09198	Minodronic acid hydrate (JAN)
D10515	Zoledronic acid hemipentahydrate (JAN)
D10568	Pitavastatin calcium hydrate (JP18)
D11092	Pitavastatin magnesium
D11095	Atorvastatin calcium propylene glycol solvate
D11570	Risedronate sodium monohydrate
D00707	Fomepizole (JAN/USAN/INN)
D04092	Etryptamine acetate (USAN)
D03998	Eniluracil (USAN/INN)
D11837	Zotatifin (USAN/INN)
D12345	Obefazimod (USAN)
D12612	Efzofitimod (INN)
D11222	Selinexor (USAN/INN)
D11223	Verdinexor (USAN/INN)
D11406	Risdiplam (JAN/USAN/INN)
D11499	Eltanexor (USAN/INN)
D10964	Omaveloxolone (USAN/INN)
D11219	Idasanutlin (USAN/INN)
D12268	Subasumstat (USAN/INN)
D12378	Navtemadlin (USAN/INN)
D12417	Siremadlin (USAN/INN)
D12418	Siremadlin succinate (USAN)
D12621	Milademetan (USAN/INN)
D12622	Milademetan tosylate (USAN)
D03150	Bortezomib (JAN/USAN/INN)
D08880	Carfilzomib (JAN/USAN/INN)
D09640	Marizomib (USAN/INN)
D10110	Delanzomib (USAN)
D10130	Ixazomib (USAN)
D10131	Ixazomib citrate (JAN/USAN)
D12311	Bortezomib hydrate (JAN)
D12512	Zetomipzomib (USAN/INN)
D12513	Zetomipzomib maleate (USAN)
D09730	Olaparib (JAN/USAN/INN)
D10079	Rucaparib (USAN/INN)
D10157	Rucaparib phosphate (USAN)
D10732	Talazoparib (USAN/INN)
D10733	Talazoparib tosylate (USAN)
D10982	Rucaparib camsylate (USAN)
D11426	Pamiparib (USAN/INN)
D12558	Emzadirib (USAN)
D03210	Ancriviroc (USAN/INN)
D06297	Vicriviroc maleate (USAN)
D06557	Aplaviroc hydrochloride (USAN)
D06670	Maraviroc (JAN/INN)
D09575	Ibalizumab (USAN/INN)
D09878	Cenicriviroc (USAN/INN)
D10087	Alisporivir (USAN)
D11399	Leronlimab (USAN/INN)
D00219	Acetohexamide (JP18/USP/INN)
D00271	Chlorpropamide (JP18/USP/INN)
D00335	Glipizide (USP/INN)
D00336	Glyburide (USP)
D00379	Tolazamide (JAN/USP/INN)
D00380	Tolbutamide (JP18/USP/INN)
D00418	Minoxidil (JAN/USP/INN)
D00593	Glimepiride (JP18/USP/INN)
D00594	Repaglinide (JAN/USP/INN)
D01111	Nateglinide (JP18/USP/INN)
D01356	Glymidine sodium (JAN/USAN/INN)
D01599	Gliclazide (JP18/INN)
D01799	Glyclopyramide (JAN/INN)
D01810	Nicorandil (JP18/USAN/INN)
D01854	Mitiglinide calcium hydrate (JP18)
D02385	Levcromakalim (USAN/INN)
D02425	Carbutamide (INN)
D02427	Glibornuride (USAN/INN)
D02430	Gliquidone (INN)
D03128	Biricodar dicitrate (USAN)
D03968	Elacridar hydrochloride (USAN)
D04739	Linogliride (USAN/INN)
D04740	Linogliride fumarate (USAN)
D05114	Naminidil (USAN/INN)
D05482	Pinacidil (USAN)
D06008	Tariquidar (USAN/INN)
D06084	Tesmilifene hydrochloride (USAN)
D06177	Tolbutamide sodium, sterile
D06277	Valspodar (USAN/INN)
D06387	Zosuquidar trihydrochloride (USAN)
D07117	Metahexamide (INN)
D07118	Glisoxepide (INN)
D10134	Lumacaftor (USAN/INN)
D10685	Lumacaftor and ivacaftor
D11041	Tezacaftor (USAN/INN)
D11042	Tezacaftor and ivacaftor
D11402	Olacaftor (USAN/INN)
D11423	Deutivacaftor (USAN/INN)
D11507	Elexacaftor (USAN)
D11535	Bamocaftor (USAN)
D11536	Bamocaftor potassium (USAN)
D11683	Posenacaftor (USAN)
D11700	Elexacaftor, ivacaftor and tezacaftor
D11724	Galicaftor (USAN/INN)
D11782	Encequidar (USAN/INN)
D11783	Encequidar mesylate (USAN)
D12140	Navocaftor (USAN/INN)
D12150	Elivaldogene autotemcel (USAN/INN)
D12454	Icenticaftor (USAN/INN)
D12718	Vanzacaftor (USAN/INN)
D12719	Vanzacaftor calcium (USAN)
D00107	Tacrolimus (USP/INN)
D00184	Cyclosporine (USP)
D00332	Gabapentin (JAN/USP/INN)
D00404	Methsuximide (USP)
D00495	Paramethadione (INN)
D00538	Zonisamide (JP18/USP/INN)
D00539	Ethosuximide (JP18/USP/INN)
D00619	Verapamil hydrochloride (JP18/USP)
D00631	Bepridil hydrochloride (USAN)
D00742	Etanercept (USAN/INN)
D01441	Imatinib mesylate (USAN)
D01977	Gefitinib (JP18/USAN/INN)
D02356	Verapamil (USAN/INN)
D02537	Dronedarone (INN)
D02597	Adalimumab (USAN/INN)
D02598	Infliximab (USAN/INN)
D02630	Penfluridol (USAN/INN)
D02716	Pregabalin (JAN/USAN/INN)
D02970	Aprinocarsen sodium (USAN)
D03065	Becaplermin (USAN/INN)
D03218	Axitinib (JAN/USAN)
D03350	Canertinib dihydrochloride (USAN)
D03441	Certolizumab pegol (USAN/INN)
D03455	Cetuximab (USAN/INN)
D03658	Dasatinib (JAN/INN)
D03736	Doramapimod (USAN/INN)
D03914	Dronedarone hydrochloride (USP)
D04023	Erlotinib hydrochloride (JAN/USAN)
D04024	Lapatinib ditosylate (USAN)
D04358	Golimumab (USAN/INN)
D04696	Lestaurtinib (USAN/INN)
D04862	Masoprocol (USAN/INN)
D05024	Mibefradil dihydrochloride (USAN)
D05029	Midostaurin (JAN/USAN/INN)
D05146	Nerelimomab (USAN/INN)
D05263	Onercept (USAN/INN)
D05350	Panitumumab (USAN/INN)
D05380	Pazopanib hydrochloride (JAN/USAN)
D05393	Pegsunercept (USAN)
D05399	Pelitinib (USAN/INN)
D05480	Pimecrolimus (JAN/USAN/INN)
D06005	Tandutinib (USAN/INN)
D06129	Tiapamil hydrochloride (USAN)
D06272	Sorafenib tosylate (USAN)
D06285	Vatalanib (USAN/INN)
D06402	Sunitinib malate (JAN/USAN)
D06407	Vandetanib (JAN/USAN/INN)
D06413	Nilotinib hydrochloride hydrate (JAN)
D06414	Dasatinib (USAN)
D06635	Rilonacept (USAN/INN)
D06678	Motesanib (USAN)
D07436	Afelimomab (INN)
D07520	Bepridil (INN)
D07907	Erlotinib (INN)
D08066	Imatinib (INN)
D08108	Lapatinib (INN)
D08217	Mibefradil (INN)
D08279	Tozasertib (USAN)
D08344	Tozasertib lactate (USAN)
D08503	Toceranib (USAN)
D08524	Sorafenib (USAN/INN)
D08544	Toceranib phosphate (USAN)
D08552	Sunitinib (INN)
D08556	Tacrolimus (INN)
D08878	Brivanib alaninate (JAN/USAN/INN)
D08881	Cediranib (USAN/INN)
D08883	Cediranib maleate (JAN/USAN)
D08907	Dovitinib lactate (USAN)
D08947	Motesanib diphosphate (USAN)
D08953	Nilotinib (USAN/INN)
D08956	Omacetaxine mepesuccinate (USAN)
D08963	Pamapimod (INN/USAN)
D09033	Voclosporin (JAN/USAN/INN)
D09315	Canakinumab (USAN/INN)
D09386	Talmapimod (USAN/INN)
D09539	Gabapentin enacarbil (JAN/USAN/INN)
D09589	Brivanib (USAN)
D09602	Dilmapimod (USAN/INN)
D09603	Dilmapimod tosylate (USAN)
D09620	Fresolimumab (USAN/INN)
D09635	Linifanib (USAN/INN)
D09660	Rindopepimut (USAN)
D09666	Selumetinib (USAN/INN)
D09683	Tivozanib (USAN/INN)
D09724	Afatinib (USAN/INN)
D09733	Afatinib dimaleate (USAN)
D09907	Fulranumab (USAN/INN)
